Region/Country/Area,Country/Area name,Year,Variables,"Enrollment in primary, lower secondary and upper secondary education levels"
36,Australia,2022,Students enrolled in primary education (thousands),"2,248"
36,Australia,2022,Gross enrollment ratio - Primary (male),99.0
36,Australia,2022,Gross enrollment ratio - Primary (female),99.2
36,Australia,2022,Students enrolled in lower secondary education (thousands),"1,425"
36,Australia,2022,Gross enrollment ratio - Lower secondary level (male),110.5
36,Australia,2022,Gross enrollment ratio - Lower secondary level (female),107.5
36,Australia,2022,Students enrolled in upper secondary education (thousands),"1,130"
36,Australia,2022,Gross enrollment ratio - Upper secondary level (male),190.0
36,Australia,2022,Gross enrollment ratio - Upper secondary level (female),180.0
40,Austria,2005,Students enrolled in primary education (thousands),363
40,Austria,2005,Gross enrollment ratio - Primary (male),102.4
40,Austria,2005,Gross enrollment ratio - Primary (female),101.8
40,Austria,2005,Students enrolled in lower secondary education (thousands),399
40,Austria,2005,Gross enrollment ratio - Lower secondary level (male),102.7
40,Austria,2005,Gross enrollment ratio - Lower secondary level (female),101.5
40,Austria,2005,Students enrolled in upper secondary education (thousands),382
40,Austria,2005,Gross enrollment ratio - Upper secondary level (male),102.3
40,Austria,2005,Gross enrollment ratio - Upper secondary level (female),94.0
40,Austria,2010,Students enrolled in primary education (thousands),328
40,Austria,2010,Gross enrollment ratio - Primary (male),101.4
40,Austria,2010,Gross enrollment ratio - Primary (female),100.3
40,Austria,2010,Students enrolled in lower secondary education (thousands),361
40,Austria,2010,Gross enrollment ratio - Lower secondary level (male),102.8
40,Austria,2010,Gross enrollment ratio - Lower secondary level (female),102.2
40,Austria,2010,Students enrolled in upper secondary education (thousands),383
40,Austria,2010,Gross enrollment ratio - Upper secondary level (male),101.6
40,Austria,2010,Gross enrollment ratio - Upper secondary level (female),94.7
40,Austria,2015,Students enrolled in primary education (thousands),328
40,Austria,2015,Gross enrollment ratio - Primary (male),101.7
40,Austria,2015,Gross enrollment ratio - Primary (female),100.4
40,Austria,2015,Students enrolled in lower secondary education (thousands),334
40,Austria,2015,Gross enrollment ratio - Lower secondary level (male),100.8
40,Austria,2015,Gross enrollment ratio - Lower secondary level (female),100.6
40,Austria,2015,Students enrolled in upper secondary education (thousands),358
40,Austria,2015,Gross enrollment ratio - Upper secondary level (male),105.1
40,Austria,2015,Gross enrollment ratio - Upper secondary level (female),98.8
40,Austria,2022,Students enrolled in primary education (thousands),348
40,Austria,2022,Gross enrollment ratio - Primary (male),101.1
40,Austria,2022,Gross enrollment ratio - Primary (female),100.4
40,Austria,2022,Students enrolled in lower secondary education (thousands),343
40,Austria,2022,Gross enrollment ratio - Lower secondary level (male),101.2
40,Austria,2022,Gross enrollment ratio - Lower secondary level (female),100.6
40,Austria,2022,Students enrolled in upper secondary education (thousands),351
40,Austria,2022,Gross enrollment ratio - Upper secondary level (male),103.6
40,Austria,2022,Gross enrollment ratio - Upper secondary level (female),100.3
112,Belarus,2005,Students enrolled in primary education (thousands),380
112,Belarus,2005,Gross enrollment ratio - Primary (male),104.0
112,Belarus,2005,Gross enrollment ratio - Primary (female),98.1
112,Belarus,2005,Students enrolled in lower secondary education (thousands),706
112,Belarus,2005,Gross enrollment ratio - Lower secondary level (male),117.3
112,Belarus,2005,Gross enrollment ratio - Lower secondary level (female),110.8
112,Belarus,2010,Students enrolled in primary education (thousands),358
112,Belarus,2010,Gross enrollment ratio - Primary (male),98.6
112,Belarus,2010,Gross enrollment ratio - Primary (female),96.6
112,Belarus,2010,Students enrolled in lower secondary education (thousands),468
112,Belarus,2010,Gross enrollment ratio - Lower secondary level (male),101.0
112,Belarus,2010,Gross enrollment ratio - Lower secondary level (female),98.5
112,Belarus,2010,Students enrolled in upper secondary education (thousands),294
112,Belarus,2010,Gross enrollment ratio - Upper secondary level (male),141.4
112,Belarus,2010,Gross enrollment ratio - Upper secondary level (female),129.4
112,Belarus,2015,Students enrolled in primary education (thousands),387
112,Belarus,2015,Gross enrollment ratio - Primary (male),96.8
112,Belarus,2015,Gross enrollment ratio - Primary (female),95.3
112,Belarus,2015,Students enrolled in lower secondary education (thousands),445
112,Belarus,2015,Gross enrollment ratio - Lower secondary level (male),95.0
112,Belarus,2015,Gross enrollment ratio - Lower secondary level (female),93.2
112,Belarus,2015,Students enrolled in upper secondary education (thousands),200
112,Belarus,2015,Gross enrollment ratio - Upper secondary level (male),108.9
112,Belarus,2015,Gross enrollment ratio - Upper secondary level (female),103.0
112,Belarus,2022,Students enrolled in primary education (thousands),452
112,Belarus,2022,Gross enrollment ratio - Primary (male),96.5
112,Belarus,2022,Gross enrollment ratio - Primary (female),92.9
112,Belarus,2022,Students enrolled in lower secondary education (thousands),517
112,Belarus,2022,Gross enrollment ratio - Lower secondary level (male),94.8
112,Belarus,2022,Gross enrollment ratio - Lower secondary level (female),91.6
112,Belarus,2022,Students enrolled in upper secondary education (thousands),194
112,Belarus,2022,Gross enrollment ratio - Upper secondary level (male),101.1
112,Belarus,2022,Gross enrollment ratio - Upper secondary level (female),95.3
56,Belgium,2005,Students enrolled in primary education (thousands),739
56,Belgium,2005,Gross enrollment ratio - Primary (male),103.2
56,Belgium,2005,Gross enrollment ratio - Primary (female),103.0
56,Belgium,2005,Students enrolled in lower secondary education (thousands),431
56,Belgium,2005,Gross enrollment ratio - Lower secondary level (male),155.3
56,Belgium,2005,Gross enrollment ratio - Lower secondary level (female),178.0
56,Belgium,2005,Students enrolled in upper secondary education (thousands),770
56,Belgium,2005,Gross enrollment ratio - Upper secondary level (male),145.4
56,Belgium,2005,Gross enrollment ratio - Upper secondary level (female),160.4
56,Belgium,2010,Students enrolled in primary education (thousands),732
56,Belgium,2010,Gross enrollment ratio - Primary (male),102.4
56,Belgium,2010,Gross enrollment ratio - Primary (female),102.1
56,Belgium,2010,Students enrolled in lower secondary education (thousands),339
56,Belgium,2010,Gross enrollment ratio - Lower secondary level (male),136.1
56,Belgium,2010,Gross enrollment ratio - Lower secondary level (female),140.7
56,Belgium,2010,Students enrolled in upper secondary education (thousands),864
56,Belgium,2010,Gross enrollment ratio - Upper secondary level (male),157.4
56,Belgium,2010,Gross enrollment ratio - Upper secondary level (female),186.3
56,Belgium,2015,Students enrolled in primary education (thousands),783
56,Belgium,2015,Gross enrollment ratio - Primary (male),102.2
56,Belgium,2015,Gross enrollment ratio - Primary (female),102.3
56,Belgium,2015,Students enrolled in lower secondary education (thousands),445
56,Belgium,2015,Gross enrollment ratio - Lower secondary level (male),177.2
56,Belgium,2015,Gross enrollment ratio - Lower secondary level (female),188.0
56,Belgium,2015,Students enrolled in upper secondary education (thousands),773
56,Belgium,2015,Gross enrollment ratio - Upper secondary level (male),142.4
56,Belgium,2015,Gross enrollment ratio - Upper secondary level (female),168.4
56,Belgium,2021,Students enrolled in primary education (thousands),818
56,Belgium,2021,Gross enrollment ratio - Primary (male),101.8
56,Belgium,2021,Gross enrollment ratio - Primary (female),101.8
56,Belgium,2021,Students enrolled in lower secondary education (thousands),413
56,Belgium,2021,Gross enrollment ratio - Lower secondary level (male),149.9
56,Belgium,2021,Gross enrollment ratio - Lower secondary level (female),154.7
56,Belgium,2021,Students enrolled in upper secondary education (thousands),719
56,Belgium,2021,Gross enrollment ratio - Upper secondary level (male),128.9
56,Belgium,2021,Gross enrollment ratio - Upper secondary level (female),148.4
70,Bosnia and Herzegovina,2005,Students enrolled in upper secondary education (thousands),165
70,Bosnia and Herzegovina,2005,Gross enrollment ratio - Upper secondary level (male),65.0
70,Bosnia and Herzegovina,2005,Gross enrollment ratio - Upper secondary level (female),67.3
70,Bosnia and Herzegovina,2010,Students enrolled in primary education (thousands),175
70,Bosnia and Herzegovina,2010,Gross enrollment ratio - Primary (male),88.3
70,Bosnia and Herzegovina,2010,Gross enrollment ratio - Primary (female),88.8
70,Bosnia and Herzegovina,2010,Students enrolled in lower secondary education (thousands),176
70,Bosnia and Herzegovina,2010,Gross enrollment ratio - Lower secondary level (male),91.7
70,Bosnia and Herzegovina,2010,Gross enrollment ratio - Lower secondary level (female),90.8
70,Bosnia and Herzegovina,2010,Students enrolled in upper secondary education (thousands),147
70,Bosnia and Herzegovina,2010,Gross enrollment ratio - Upper secondary level (male),74.9
70,Bosnia and Herzegovina,2010,Gross enrollment ratio - Upper secondary level (female),77.5
70,Bosnia and Herzegovina,2015,Students enrolled in primary education (thousands),163
70,Bosnia and Herzegovina,2015,Gross enrollment ratio - Primary (male),91.6
70,Bosnia and Herzegovina,2015,Gross enrollment ratio - Primary (female),90.7
70,Bosnia and Herzegovina,2015,Students enrolled in lower secondary education (thousands),134
70,Bosnia and Herzegovina,2015,Gross enrollment ratio - Lower secondary level (male),90.2
70,Bosnia and Herzegovina,2015,Gross enrollment ratio - Lower secondary level (female),88.5
70,Bosnia and Herzegovina,2015,Students enrolled in upper secondary education (thousands),144
70,Bosnia and Herzegovina,2015,Gross enrollment ratio - Upper secondary level (male),76.7
70,Bosnia and Herzegovina,2015,Gross enrollment ratio - Upper secondary level (female),79.3
70,Bosnia and Herzegovina,2022,Students enrolled in primary education (thousands),144
70,Bosnia and Herzegovina,2022,Gross enrollment ratio - Primary (male),88.4
70,Bosnia and Herzegovina,2022,Gross enrollment ratio - Primary (female),87.2
70,Bosnia and Herzegovina,2022,Students enrolled in lower secondary education (thousands),121
70,Bosnia and Herzegovina,2022,Gross enrollment ratio - Lower secondary level (male),89.7
70,Bosnia and Herzegovina,2022,Gross enrollment ratio - Lower secondary level (female),87.7
70,Bosnia and Herzegovina,2022,Students enrolled in upper secondary education (thousands),108
70,Bosnia and Herzegovina,2022,Gross enrollment ratio - Upper secondary level (male),80.3
70,Bosnia and Herzegovina,2022,Gross enrollment ratio - Upper secondary level (female),83.3
100,Bulgaria,2005,Students enrolled in primary education (thousands),290
100,Bulgaria,2005,Gross enrollment ratio - Primary (male),111.5
100,Bulgaria,2005,Gross enrollment ratio - Primary (female),110.3
100,Bulgaria,2005,Students enrolled in lower secondary education (thousands),312
100,Bulgaria,2005,Gross enrollment ratio - Lower secondary level (male),130.6
100,Bulgaria,2005,Gross enrollment ratio - Lower secondary level (female),122.5
100,Bulgaria,2005,Students enrolled in upper secondary education (thousands),373
100,Bulgaria,2005,Gross enrollment ratio - Upper secondary level (male),74.7
100,Bulgaria,2005,Gross enrollment ratio - Upper secondary level (female),73.4
100,Bulgaria,2010,Students enrolled in primary education (thousands),260
100,Bulgaria,2010,Gross enrollment ratio - Primary (male),101.6
100,Bulgaria,2010,Gross enrollment ratio - Primary (female),101.1
100,Bulgaria,2010,Students enrolled in lower secondary education (thousands),225
100,Bulgaria,2010,Gross enrollment ratio - Lower secondary level (male),125.7
100,Bulgaria,2010,Gross enrollment ratio - Lower secondary level (female),119.1
100,Bulgaria,2010,Students enrolled in upper secondary education (thousands),307
100,Bulgaria,2010,Gross enrollment ratio - Upper secondary level (male),81.7
100,Bulgaria,2010,Gross enrollment ratio - Upper secondary level (female),79.2
100,Bulgaria,2015,Students enrolled in primary education (thousands),262
100,Bulgaria,2015,Gross enrollment ratio - Primary (male),99.2
100,Bulgaria,2015,Gross enrollment ratio - Primary (female),98.3
100,Bulgaria,2015,Students enrolled in lower secondary education (thousands),224
100,Bulgaria,2015,Gross enrollment ratio - Lower secondary level (male),122.5
100,Bulgaria,2015,Gross enrollment ratio - Lower secondary level (female),117.2
100,Bulgaria,2015,Students enrolled in upper secondary education (thousands),278
100,Bulgaria,2015,Gross enrollment ratio - Upper secondary level (male),89.2
100,Bulgaria,2015,Gross enrollment ratio - Upper secondary level (female),87.3
100,Bulgaria,2021,Students enrolled in primary education (thousands),238
100,Bulgaria,2021,Gross enrollment ratio - Primary (male),87.4
100,Bulgaria,2021,Gross enrollment ratio - Primary (female),87.2
100,Bulgaria,2021,Students enrolled in lower secondary education (thousands),199
100,Bulgaria,2021,Gross enrollment ratio - Lower secondary level (male),94.4
100,Bulgaria,2021,Gross enrollment ratio - Lower secondary level (female),93.8
100,Bulgaria,2021,Students enrolled in upper secondary education (thousands),278
100,Bulgaria,2021,Gross enrollment ratio - Upper secondary level (male),88.8
100,Bulgaria,2021,Gross enrollment ratio - Upper secondary level (female),84.9
124,Canada,2005,Students enrolled in primary education (thousands),"2,321"
124,Canada,2005,Gross enrollment ratio - Primary (male),98.9
124,Canada,2005,Gross enrollment ratio - Primary (female),98.2
124,Canada,2005,Students enrolled in lower secondary education (thousands),844
124,Canada,2005,Gross enrollment ratio - Lower secondary level (male),98.9
124,Canada,2005,Gross enrollment ratio - Lower secondary level (female),96.7
124,Canada,2005,Students enrolled in upper secondary education (thousands),"1,758"
124,Canada,2005,Gross enrollment ratio - Upper secondary level (male),102.8
124,Canada,2005,Gross enrollment ratio - Upper secondary level (female),100.1
124,Canada,2010,Students enrolled in primary education (thousands),"2,168"
124,Canada,2010,Gross enrollment ratio - Primary (male),98.9
124,Canada,2010,Gross enrollment ratio - Primary (female),99.4
124,Canada,2010,Students enrolled in lower secondary education (thousands),799
124,Canada,2010,Gross enrollment ratio - Lower secondary level (male),100.2
124,Canada,2010,Gross enrollment ratio - Lower secondary level (female),99.6
124,Canada,2010,Students enrolled in upper secondary education (thousands),"1,812"
124,Canada,2010,Gross enrollment ratio - Upper secondary level (male),105.1
124,Canada,2010,Gross enrollment ratio - Upper secondary level (female),102.2
124,Canada,2015,Students enrolled in primary education (thousands),"2,304"
124,Canada,2015,Gross enrollment ratio - Primary (male),100.1
124,Canada,2015,Gross enrollment ratio - Primary (female),99.5
124,Canada,2015,Students enrolled in lower secondary education (thousands),"1,152"
124,Canada,2015,Gross enrollment ratio - Lower secondary level (male),101.1
124,Canada,2015,Gross enrollment ratio - Lower secondary level (female),100.4
124,Canada,2015,Students enrolled in upper secondary education (thousands),"1,490"
124,Canada,2015,Gross enrollment ratio - Upper secondary level (male),121.4
124,Canada,2015,Gross enrollment ratio - Upper secondary level (female),123.5
124,Canada,2021,Students enrolled in primary education (thousands),"2,387"
124,Canada,2021,Gross enrollment ratio - Primary (male),96.7
124,Canada,2021,Gross enrollment ratio - Primary (female),95.9
124,Canada,2021,Students enrolled in lower secondary education (thousands),"1,292"
124,Canada,2021,Gross enrollment ratio - Lower secondary level (male),104.4
124,Canada,2021,Gross enrollment ratio - Lower secondary level (female),103.4
124,Canada,2021,Students enrolled in upper secondary education (thousands),"1,387"
124,Canada,2021,Gross enrollment ratio - Upper secondary level (male),114.7
124,Canada,2021,Gross enrollment ratio - Upper secondary level (female),115.1
156,China,2001,Students enrolled in primary education (thousands),"130,133"
156,China,2001,Gross enrollment ratio - Primary (male),115.0
156,China,2001,Gross enrollment ratio - Primary (female),116.9
156,China,2001,Students enrolled in lower secondary education (thousands),"62,791"
156,China,2001,Gross enrollment ratio - Lower secondary level (male),85.1
156,China,2001,Gross enrollment ratio - Lower secondary level (female),82.3
156,China,2001,Students enrolled in upper secondary education (thousands),"23,726"
156,China,2001,Gross enrollment ratio - Upper secondary level (male),38.3
156,China,2001,Gross enrollment ratio - Upper secondary level (female),35.4
156,China,2003,Students enrolled in lower secondary education (thousands),"67,153"
156,China,2003,Gross enrollment ratio - Lower secondary level (male),88.0
156,China,2003,Gross enrollment ratio - Lower secondary level (female),87.4
156,China,2003,Students enrolled in upper secondary education (thousands),"28,471"
156,China,2003,Gross enrollment ratio - Upper secondary level (male),40.9
156,China,2003,Gross enrollment ratio - Upper secondary level (female),37.3
156,China,2010,Students enrolled in primary education (thousands),"101,019"
156,China,2010,Gross enrollment ratio - Primary (male),104.8
156,China,2010,Gross enrollment ratio - Primary (female),105.2
156,China,2010,Students enrolled in lower secondary education (thousands),"54,525"
156,China,2010,Gross enrollment ratio - Lower secondary level (male),104.2
156,China,2010,Gross enrollment ratio - Lower secondary level (female),107.6
156,China,2010,Students enrolled in upper secondary education (thousands),"44,693"
156,China,2010,Gross enrollment ratio - Upper secondary level (male),78.7
156,China,2010,Gross enrollment ratio - Upper secondary level (female),78.5
156,China,2012,Students enrolled in primary education (thousands),"99,540"
156,China,2012,Gross enrollment ratio - Primary (male),103.1
156,China,2012,Gross enrollment ratio - Primary (female),103.8
156,China,2012,Students enrolled in lower secondary education (thousands),"50,780"
156,China,2012,Gross enrollment ratio - Lower secondary level (male),102.7
156,China,2012,Gross enrollment ratio - Lower secondary level (female),106.0
156,China,2012,Students enrolled in upper secondary education (thousands),"44,224"
156,China,2012,Gross enrollment ratio - Upper secondary level (male),82.2
156,China,2012,Gross enrollment ratio - Upper secondary level (female),84.4
156,China,2015,Students enrolled in primary education (thousands),"95,958"
156,China,2015,Gross enrollment ratio - Primary (male),96.6
156,China,2015,Gross enrollment ratio - Primary (female),97.8
156,China,2015,Students enrolled in lower secondary education (thousands),"44,411"
156,China,2015,Students enrolled in upper secondary education (thousands),"41,716"
156,China,2015,Gross enrollment ratio - Upper secondary level (male),83.1
156,China,2015,Gross enrollment ratio - Upper secondary level (female),89.0
156,China,2022,Students enrolled in primary education (thousands),"108,020"
156,China,2022,Gross enrollment ratio - Primary (male),99.4
156,China,2022,Gross enrollment ratio - Primary (female),101.0
156,China,2022,Students enrolled in lower secondary education (thousands),"50,287"
156,China,2022,Students enrolled in upper secondary education (thousands),"43,454"
156,China,2022,Gross enrollment ratio - Upper secondary level (male),88.1
156,China,2022,Gross enrollment ratio - Upper secondary level (female),91.1
344,"China, Hong Kong SAR",2005,Students enrolled in primary education (thousands),451
344,"China, Hong Kong SAR",2005,Gross enrollment ratio - Primary (male),102.0
344,"China, Hong Kong SAR",2005,Gross enrollment ratio - Primary (female),99.4
344,"China, Hong Kong SAR",2005,Students enrolled in lower secondary education (thousands),257
344,"China, Hong Kong SAR",2005,Gross enrollment ratio - Lower secondary level (male),101.1
344,"China, Hong Kong SAR",2005,Gross enrollment ratio - Lower secondary level (female),100.2
344,"China, Hong Kong SAR",2005,Students enrolled in upper secondary education (thousands),241
344,"China, Hong Kong SAR",2005,Gross enrollment ratio - Upper secondary level (male),69.4
344,"China, Hong Kong SAR",2005,Gross enrollment ratio - Upper secondary level (female),70.4
344,"China, Hong Kong SAR",2010,Students enrolled in primary education (thousands),349
344,"China, Hong Kong SAR",2010,Gross enrollment ratio - Primary (male),106.2
344,"China, Hong Kong SAR",2010,Gross enrollment ratio - Primary (female),104.7
344,"China, Hong Kong SAR",2010,Students enrolled in lower secondary education (thousands),241
344,"China, Hong Kong SAR",2010,Gross enrollment ratio - Lower secondary level (male),102.0
344,"China, Hong Kong SAR",2010,Gross enrollment ratio - Lower secondary level (female),98.8
344,"China, Hong Kong SAR",2010,Students enrolled in upper secondary education (thousands),267
344,"China, Hong Kong SAR",2010,Gross enrollment ratio - Upper secondary level (male),78.2
344,"China, Hong Kong SAR",2010,Gross enrollment ratio - Upper secondary level (female),79.8
344,"China, Hong Kong SAR",2015,Students enrolled in primary education (thousands),333
344,"China, Hong Kong SAR",2015,Gross enrollment ratio - Primary (male),106.2
344,"China, Hong Kong SAR",2015,Gross enrollment ratio - Primary (female),104.0
344,"China, Hong Kong SAR",2015,Students enrolled in lower secondary education (thousands),183
344,"China, Hong Kong SAR",2015,Gross enrollment ratio - Lower secondary level (male),112.1
344,"China, Hong Kong SAR",2015,Gross enrollment ratio - Lower secondary level (female),108.9
344,"China, Hong Kong SAR",2015,Students enrolled in upper secondary education (thousands),211
344,"China, Hong Kong SAR",2015,Gross enrollment ratio - Upper secondary level (male),107.0
344,"China, Hong Kong SAR",2015,Gross enrollment ratio - Upper secondary level (female),102.7
344,"China, Hong Kong SAR",2022,Students enrolled in primary education (thousands),353
