Region/Country/Area,Country/Area name,Year,Variables,"Teaching staff at the primary, lower secondary and upper secondary levels"
21,Northern America,2005,Teachers at lower secondary level,"889,242"
21,Northern America,2005,Teachers at upper secondary level,"897,377"
21,Northern America,2010,Teachers at primary level,"1,830,439"
21,Northern America,2010,Teachers at lower secondary level,"862,886"
21,Northern America,2010,Teachers at upper secondary level,"933,482"
21,Northern America,2015,Teachers at primary level,"1,925,142"
21,Northern America,2015,Teachers with minimum required qualifications at primary level,99.1
21,Northern America,2015,Teachers at lower secondary level,"890,500"
21,Northern America,2015,Teachers with minimum required qualifications at lower secondary level,99.3
21,Northern America,2015,Teachers at upper secondary level,"912,037"
21,Northern America,2015,Teachers with minimum required qualifications at upper secondary level,98.4
21,Northern America,2022,Teachers at primary level,"2,044,659"
21,Northern America,2022,Teachers with minimum required qualifications at primary level,95.4
21,Northern America,2022,Teachers at lower secondary level,"981,790"
21,Northern America,2022,Teachers with minimum required qualifications at lower secondary level,94.1
21,Northern America,2022,Teachers at upper secondary level,"988,386"
21,Northern America,2022,Teachers with minimum required qualifications at upper secondary level,91.8
419,Latin America & the Caribbean,2005,Teachers at primary level,"2,974,792"
419,Latin America & the Caribbean,2005,Teachers at lower secondary level,"2,053,961"
419,Latin America & the Caribbean,2005,Teachers at upper secondary level,"1,423,493"
419,Latin America & the Caribbean,2007,Teachers at primary level,"2,911,268"
419,Latin America & the Caribbean,2007,Teachers with minimum required qualifications at primary level,81.5
419,Latin America & the Caribbean,2007,Teachers at lower secondary level,"1,886,417"
419,Latin America & the Caribbean,2007,Teachers with minimum required qualifications at lower secondary level,80.6
419,Latin America & the Caribbean,2007,Teachers at upper secondary level,"1,375,925"
419,Latin America & the Caribbean,2007,Teachers with minimum required qualifications at upper secondary level,90.3
419,Latin America & the Caribbean,2009,Teachers at primary level,"2,950,467"
419,Latin America & the Caribbean,2009,Teachers with minimum required qualifications at primary level,80.8
419,Latin America & the Caribbean,2009,Teachers at lower secondary level,"2,005,038"
419,Latin America & the Caribbean,2009,Teachers with minimum required qualifications at lower secondary level,78.2
419,Latin America & the Caribbean,2009,Teachers at upper secondary level,"1,490,930"
419,Latin America & the Caribbean,2010,Teachers at primary level,"2,955,008"
419,Latin America & the Caribbean,2010,Teachers with minimum required qualifications at primary level,80.7
419,Latin America & the Caribbean,2010,Teachers at lower secondary level,"2,039,144"
419,Latin America & the Caribbean,2010,Teachers at upper secondary level,"1,540,270"
419,Latin America & the Caribbean,2012,Teachers at primary level,"2,976,561"
419,Latin America & the Caribbean,2012,Teachers with minimum required qualifications at primary level,80.9
419,Latin America & the Caribbean,2012,Teachers at lower secondary level,"2,088,764"
419,Latin America & the Caribbean,2012,Teachers with minimum required qualifications at lower secondary level,77.8
419,Latin America & the Caribbean,2012,Teachers at upper secondary level,"1,605,277"
419,Latin America & the Caribbean,2012,Teachers with minimum required qualifications at upper secondary level,83.7
419,Latin America & the Caribbean,2015,Teachers at primary level,"3,039,662"
419,Latin America & the Caribbean,2015,Teachers with minimum required qualifications at primary level,78.8
419,Latin America & the Caribbean,2015,Teachers at lower secondary level,"1,963,531"
419,Latin America & the Caribbean,2015,Teachers at upper secondary level,"1,955,319"
419,Latin America & the Caribbean,2022,Teachers at primary level,"3,071,363"
419,Latin America & the Caribbean,2022,Teachers with minimum required qualifications at primary level,80.2
419,Latin America & the Caribbean,2022,Teachers at lower secondary level,"2,033,908"
419,Latin America & the Caribbean,2022,Teachers with minimum required qualifications at lower secondary level,78.8
419,Latin America & the Caribbean,2022,Teachers at upper secondary level,"2,092,479"
419,Latin America & the Caribbean,2022,Teachers with minimum required qualifications at upper secondary level,73.3
143,Central Asia,2005,Teachers at primary level,"242,661"
143,Central Asia,2005,Teachers with minimum required qualifications at primary level,94.2
143,Central Asia,2010,Teachers at primary level,"225,484"
143,Central Asia,2010,Teachers with minimum required qualifications at primary level,96.9
143,Central Asia,2015,Teachers at primary level,"252,032"
143,Central Asia,2015,Teachers with minimum required qualifications at primary level,99.5
143,Central Asia,2015,Teachers at lower secondary level,"555,888"
143,Central Asia,2015,Teachers at upper secondary level,"241,199"
143,Central Asia,2018,Teachers at primary level,"265,238"
143,Central Asia,2018,Teachers with minimum required qualifications at primary level,98.2
143,Central Asia,2018,Teachers at lower secondary level,"597,175"
143,Central Asia,2018,Teachers with minimum required qualifications at lower secondary level,93.6
143,Central Asia,2018,Teachers at upper secondary level,"250,777"
143,Central Asia,2018,Teachers with minimum required qualifications at upper secondary level,99.2
143,Central Asia,2022,Teachers at primary level,"302,004"
143,Central Asia,2022,Teachers with minimum required qualifications at primary level,94.9
30,Eastern Asia,2005,Teachers at primary level,"6,633,349"
30,Eastern Asia,2005,Teachers at lower secondary level,"4,144,468"
30,Eastern Asia,2005,Teachers at upper secondary level,"2,512,553"
30,Eastern Asia,2010,Teachers at primary level,"6,663,567"
30,Eastern Asia,2010,Teachers at lower secondary level,"4,114,815"
30,Eastern Asia,2010,Teachers at upper secondary level,"3,315,633"
30,Eastern Asia,2015,Teachers at primary level,"6,577,011"
30,Eastern Asia,2015,Teachers at lower secondary level,"4,034,653"
30,Eastern Asia,2015,Teachers at upper secondary level,"3,246,236"
30,Eastern Asia,2022,Teachers at primary level,"7,416,904"
30,Eastern Asia,2022,Teachers at lower secondary level,"4,485,418"
30,Eastern Asia,2022,Teachers at upper secondary level,"3,596,346"
62,South-central Asia,2005,Teachers at primary level,"4,919,128"
62,South-central Asia,2005,Teachers at lower secondary level,"2,802,959"
62,South-central Asia,2005,Teachers at upper secondary level,"2,165,628"
62,South-central Asia,2010,Teachers at primary level,"5,552,573"
62,South-central Asia,2010,Teachers at lower secondary level,"3,242,259"
62,South-central Asia,2010,Teachers at upper secondary level,"3,225,281"
62,South-central Asia,2015,Teachers at primary level,"6,307,102"
62,South-central Asia,2015,Teachers with minimum required qualifications at primary level,72.4
62,South-central Asia,2015,Teachers at lower secondary level,"3,649,646"
62,South-central Asia,2015,Teachers with minimum required qualifications at lower secondary level,84.4
62,South-central Asia,2015,Teachers at upper secondary level,"2,886,954"
62,South-central Asia,2022,Teachers at primary level,"6,729,956"
62,South-central Asia,2022,Teachers with minimum required qualifications at primary level,85.3
62,South-central Asia,2022,Teachers at lower secondary level,"5,115,535"
62,South-central Asia,2022,Teachers with minimum required qualifications at lower secondary level,84.3
62,South-central Asia,2022,Teachers at upper secondary level,"4,342,658"
62,South-central Asia,2022,Teachers with minimum required qualifications at upper secondary level,93.9
35,South-eastern Asia,2005,Teachers at primary level,"2,937,432"
35,South-eastern Asia,2005,Teachers at lower secondary level,"1,471,724"
35,South-eastern Asia,2005,Teachers at upper secondary level,"709,948"
35,South-eastern Asia,2010,Teachers at primary level,"3,242,386"
35,South-eastern Asia,2010,Teachers at lower secondary level,"1,723,380"
35,South-eastern Asia,2010,Teachers at upper secondary level,"880,324"
35,South-eastern Asia,2015,Teachers at primary level,"3,708,197"
35,South-eastern Asia,2015,Teachers with minimum required qualifications at primary level,97.8
35,South-eastern Asia,2015,Teachers at lower secondary level,"1,850,496"
35,South-eastern Asia,2015,Teachers with minimum required qualifications at lower secondary level,97.9
35,South-eastern Asia,2015,Teachers at upper secondary level,"888,958"
35,South-eastern Asia,2015,Teachers with minimum required qualifications at upper secondary level,96.3
35,South-eastern Asia,2021,Teachers at primary level,"3,681,887"
35,South-eastern Asia,2021,Teachers with minimum required qualifications at primary level,93.8
35,South-eastern Asia,2021,Teachers at lower secondary level,"1,996,262"
35,South-eastern Asia,2021,Teachers with minimum required qualifications at lower secondary level,93.8
35,South-eastern Asia,2021,Teachers at upper secondary level,"1,078,811"
35,South-eastern Asia,2021,Teachers with minimum required qualifications at upper secondary level,97.5
34,Southern Asia,2005,Teachers at primary level,"4,676,466"
34,Southern Asia,2005,Teachers at lower secondary level,"2,215,682"
34,Southern Asia,2005,Teachers at upper secondary level,"1,939,928"
34,Southern Asia,2010,Teachers at primary level,"5,327,088"
34,Southern Asia,2010,Teachers at lower secondary level,"2,704,243"
34,Southern Asia,2010,Teachers at upper secondary level,"2,999,879"
34,Southern Asia,2015,Teachers at primary level,"6,055,070"
34,Southern Asia,2015,Teachers with minimum required qualifications at primary level,71.2
34,Southern Asia,2015,Teachers at lower secondary level,"3,093,758"
34,Southern Asia,2015,Teachers with minimum required qualifications at lower secondary level,82.6
34,Southern Asia,2015,Teachers at upper secondary level,"2,645,755"
34,Southern Asia,2022,Teachers at primary level,"6,427,952"
34,Southern Asia,2022,Teachers with minimum required qualifications at primary level,84.8
34,Southern Asia,2022,Teachers at lower secondary level,"4,461,711"
34,Southern Asia,2022,Teachers with minimum required qualifications at lower secondary level,84.0
34,Southern Asia,2022,Teachers at upper secondary level,"4,092,349"
34,Southern Asia,2022,Teachers with minimum required qualifications at upper secondary level,93.5
145,Western Asia,2004,Teachers at primary level,"1,230,528"
145,Western Asia,2004,Teachers with minimum required qualifications at primary level,93.3
145,Western Asia,2004,Teachers at lower secondary level,"794,804"
145,Western Asia,2004,Teachers at upper secondary level,"525,179"
145,Western Asia,2005,Teachers at primary level,"1,292,949"
145,Western Asia,2005,Teachers at lower secondary level,"817,596"
145,Western Asia,2005,Teachers at upper secondary level,"538,000"
145,Western Asia,2010,Teachers at primary level,"1,440,371"
145,Western Asia,2010,Teachers with minimum required qualifications at primary level,89.1
145,Western Asia,2010,Teachers at lower secondary level,"924,296"
145,Western Asia,2010,Teachers at upper secondary level,"682,472"
145,Western Asia,2015,Teachers at primary level,"1,580,794"
145,Western Asia,2015,Teachers with minimum required qualifications at primary level,85.0
145,Western Asia,2015,Teachers at lower secondary level,"964,440"
145,Western Asia,2015,Teachers with minimum required qualifications at lower secondary level,86.1
145,Western Asia,2015,Teachers at upper secondary level,"849,121"
145,Western Asia,2021,Teachers at primary level,"1,601,598"
145,Western Asia,2021,Teachers with minimum required qualifications at primary level,81.1
145,Western Asia,2021,Teachers at lower secondary level,"1,082,613"
145,Western Asia,2021,Teachers with minimum required qualifications at lower secondary level,84.6
145,Western Asia,2021,Teachers at upper secondary level,"936,973"
145,Western Asia,2021,Teachers with minimum required qualifications at upper secondary level,84.8
145,Western Asia,2022,Teachers at primary level,"1,617,884"
145,Western Asia,2022,Teachers with minimum required qualifications at primary level,78.0
145,Western Asia,2022,Teachers at lower secondary level,"1,090,482"
145,Western Asia,2022,Teachers with minimum required qualifications at lower secondary level,83.7
145,Western Asia,2022,Teachers at upper secondary level,"948,226"
150,Europe,2005,Teachers at primary level,"2,673,746"
150,Europe,2005,Teachers at lower secondary level,"3,256,231"
150,Europe,2005,Teachers at upper secondary level,"2,572,538"
150,Europe,2010,Teachers at primary level,"2,673,047"
150,Europe,2010,Teachers with minimum required qualifications at primary level,97.4
150,Europe,2010,Teachers at lower secondary level,"3,119,051"
150,Europe,2010,Teachers at upper secondary level,"2,360,896"
150,Europe,2015,Teachers at primary level,"2,733,121"
150,Europe,2015,Teachers with minimum required qualifications at primary level,93.7
150,Europe,2015,Teachers at lower secondary level,"3,067,590"
150,Europe,2015,Teachers at upper secondary level,"2,303,397"
150,Europe,2019,Teachers at primary level,"2,867,349"
150,Europe,2019,Teachers with minimum required qualifications at primary level,93.9
150,Europe,2019,Teachers at lower secondary level,"3,215,582"
150,Europe,2019,Teachers at upper secondary level,"2,297,917"
150,Europe,2022,Teachers at primary level,"2,817,495"
150,Europe,2022,Teachers at lower secondary level,"3,440,343"
150,Europe,2022,Teachers at upper secondary level,"2,364,360"
9,Oceania,2005,Teachers at primary level,"158,795"
9,Oceania,2010,Teachers at primary level,"174,934"
9,Oceania,2015,Teachers at primary level,"194,451"
9,Oceania,2017,Teachers at primary level,"199,304"
199,LDC§,2005,Teachers at primary level,"2,394,903"
199,LDC§,2005,Teachers with minimum required qualifications at primary level,78.5
199,LDC§,2005,Teachers at lower secondary level,"841,710"
199,LDC§,2005,Teachers with minimum required qualifications at lower secondary level,67.2
199,LDC§,2005,Teachers at upper secondary level,"494,103"
199,LDC§,2010,Teachers at primary level,"3,101,903"
199,LDC§,2010,Teachers with minimum required qualifications at primary level,78.1
199,LDC§,2010,Teachers at lower secondary level,"1,126,535"
199,LDC§,2010,Teachers with minimum required qualifications at lower secondary level,67.3
199,LDC§,2010,Teachers at upper secondary level,"660,403"
199,LDC§,2010,Teachers with minimum required qualifications at upper secondary level,51.5
199,LDC§,2015,Teachers at primary level,"3,872,442"
199,LDC§,2015,Teachers with minimum required qualifications at primary level,75.4
199,LDC§,2015,Teachers at lower secondary level,"1,224,152"
199,LDC§,2015,Teachers with minimum required qualifications at lower secondary level,62.4
199,LDC§,2015,Teachers at upper secondary level,"1,118,639"
199,LDC§,2015,Teachers with minimum required qualifications at upper secondary level,59.6
199,LDC§,2019,Teachers at primary level,"4,401,238"
199,LDC§,2019,Teachers with minimum required qualifications at primary level,73.7
199,LDC§,2019,Teachers at lower secondary level,"1,478,064"
199,LDC§,2019,Teachers with minimum required qualifications at lower secondary level,62.8
199,LDC§,2019,Teachers at upper secondary level,"1,246,310"
199,LDC§,2019,Teachers with minimum required qualifications at upper secondary level,62.4
199,LDC§,2020,Teachers at primary level,"4,460,887"
199,LDC§,2020,Teachers with minimum required qualifications at primary level,72.7
199,LDC§,2020,Teachers at lower secondary level,"1,532,037"
199,LDC§,2020,Teachers with minimum required qualifications at lower secondary level,64.1
199,LDC§,2020,Teachers at upper secondary level,"1,308,449"
199,LDC§,2021,Teachers at primary level,"4,556,885"
199,LDC§,2021,Teachers with minimum required qualifications at primary level,73.5
199,LDC§,2021,Teachers at lower secondary level,"1,569,852"
199,LDC§,2021,Teachers at upper secondary level,"1,345,752"
199,LDC§,2022,Teachers at primary level,"4,622,675"
432,LLDCs,2005,Teachers at primary level,"1,308,056"
432,LLDCs,2005,Teachers with minimum required qualifications at primary level,85.4
432,LLDCs,2005,Teachers at lower secondary level,"1,011,504"
432,LLDCs,2005,Teachers at upper secondary level,"449,909"
432,LLDCs,2010,Teachers at primary level,"1,621,357"
432,LLDCs,2010,Teachers with minimum required qualifications at primary level,85.0
432,LLDCs,2010,Teachers at lower secondary level,"1,054,241"
432,LLDCs,2010,Teachers at upper secondary level,"546,715"
432,LLDCs,2015,Teachers at primary level,"1,934,194"
432,LLDCs,2015,Teachers with minimum required qualifications at primary level,81.9
432,LLDCs,2015,Teachers at lower secondary level,"1,215,731"
432,LLDCs,2015,Teachers at upper secondary level,"597,643"
432,LLDCs,2018,Teachers at primary level,"2,135,696"
432,LLDCs,2018,Teachers with minimum required qualifications at primary level,76.9
432,LLDCs,2018,Teachers at lower secondary level,"1,308,023"
432,LLDCs,2018,Teachers with minimum required qualifications at lower secondary level,80.6
432,LLDCs,2018,Teachers at upper secondary level,"659,123"
432,LLDCs,2018,Teachers with minimum required qualifications at upper secondary level,84.8
432,LLDCs,2021,Teachers at primary level,"2,330,544"
432,LLDCs,2021,Teachers with minimum required qualifications at primary level,74.2
432,LLDCs,2021,Teachers at lower secondary level,"1,334,670"
432,LLDCs,2021,Teachers at upper secondary level,"695,818"
432,LLDCs,2022,Teachers at primary level,"2,356,066"
722,SIDS,2005,Teachers at primary level,"318,585"
722,SIDS,2005,Teachers with minimum required qualifications at primary level,85.4
722,SIDS,2005,Teachers at lower secondary level,"150,442"
722,SIDS,2005,Teachers with minimum required qualifications at lower secondary level,81.8
722,SIDS,2005,Teachers at upper secondary level,"86,909"
722,SIDS,2005,Teachers with minimum required qualifications at upper secondary level,94.3
722,SIDS,2010,Teachers at primary level,"345,072"
722,SIDS,2010,Teachers with minimum required qualifications at primary level,84.5
722,SIDS,2010,Teachers at lower secondary level,"164,637"
722,SIDS,2010,Teachers with minimum required qualifications at lower secondary level,76.8
722,SIDS,2010,Teachers at upper secondary level,"98,084"
722,SIDS,2010,Teachers with minimum required qualifications at upper secondary level,92.4
722,SIDS,2014,Teachers at primary level,"352,216"
722,SIDS,2014,Teachers with minimum required qualifications at primary level,86.6
722,SIDS,2014,Teachers at lower secondary level,"346,509"
722,SIDS,2015,Teachers at primary level,"361,941"
722,SIDS,2015,Teachers with minimum required qualifications at primary level,87.9
722,SIDS,2015,Teachers with minimum required qualifications at lower secondary level,10.2
722,SIDS,2015,Teachers at upper secondary level,"321,740"
722,SIDS,2015,Teachers with minimum required qualifications at upper secondary level,74.9
722,SIDS,2020,Teachers at primary level,"356,836"
722,SIDS,2020,Teachers with minimum required qualifications at primary level,89.5
722,SIDS,2020,Teachers at lower secondary level,"67,120"
722,SIDS,2020,Teachers with minimum required qualifications at lower secondary level,88.5
722,SIDS,2020,Teachers at upper secondary level,"225,969"
722,SIDS,2020,Teachers with minimum required qualifications at upper secondary level,86.5
722,SIDS,2022,Teachers at primary level,"360,145"
722,SIDS,2022,Teachers with minimum required qualifications at primary level,89.3
