Region/Country/Area,Country/Area name,Year,Variables,Data values
21,Northern America,2005,Ratio of girls to boys in upper secondary education,1.04
30,Eastern Asia,2005,Students enrolled in primary education (thousands),"127,969"
30,Eastern Asia,2005,Gross enrollment ratio - Primary (male),107
30,Eastern Asia,2005,Gross enrollment ratio - Primary (female),108.5
30,Eastern Asia,2005,Students enrolled in lower secondary education (thousands),"73,935"
30,Eastern Asia,2005,Gross enrollment ratio - Lower secondary level (male),98.4
30,Eastern Asia,2005,Gross enrollment ratio - Lower secondary level (female),98.8
30,Eastern Asia,2005,Students enrolled in upper secondary education (thousands),"42,426"
30,Eastern Asia,2005,Gross enrollment ratio - Upper secondary level (male),51
30,Eastern Asia,2005,Gross enrollment ratio - Upper secondary level (female),51
30,Eastern Asia,2005,Teachers at primary level,"6,633,349"
30,Eastern Asia,2005,Teachers at lower secondary level,"4,144,468"
30,Eastern Asia,2005,Teachers at upper secondary level,"2,512,553"
30,Eastern Asia,2005,Ratio of girls to boys in primary education,1.01
30,Eastern Asia,2005,Ratio of girls to boys in lower secondary education,1
30,Eastern Asia,2005,Ratio of girls to boys in upper secondary education,1
34,Southern Asia,2005,Students enrolled in primary education (thousands),"181,483"
34,Southern Asia,2005,Gross enrollment ratio - Primary (male),102.9
34,Southern Asia,2005,Gross enrollment ratio - Primary (female),97.1
34,Southern Asia,2005,Students enrolled in lower secondary education (thousands),"70,160"
34,Southern Asia,2005,Gross enrollment ratio - Lower secondary level (male),70.2
34,Southern Asia,2005,Gross enrollment ratio - Lower secondary level (female),61.8
34,Southern Asia,2005,Students enrolled in upper secondary education (thousands),"50,559"
34,Southern Asia,2005,Gross enrollment ratio - Upper secondary level (male),41.2
34,Southern Asia,2005,Gross enrollment ratio - Upper secondary level (female),32.9
34,Southern Asia,2005,Teachers at primary level,"4,676,466"
34,Southern Asia,2005,Teachers at lower secondary level,"2,215,682"
34,Southern Asia,2005,Teachers at upper secondary level,"1,939,928"
34,Southern Asia,2005,Ratio of girls to boys in primary education,0.94
34,Southern Asia,2005,Ratio of girls to boys in lower secondary education,0.88
34,Southern Asia,2005,Ratio of girls to boys in upper secondary education,0.8
35,South-eastern Asia,2005,Students enrolled in primary education (thousands),"68,228"
35,South-eastern Asia,2005,Gross enrollment ratio - Primary (male),109.3
35,South-eastern Asia,2005,Gross enrollment ratio - Primary (female),107.7
35,South-eastern Asia,2005,Students enrolled in lower secondary education (thousands),"28,336"
35,South-eastern Asia,2005,Gross enrollment ratio - Lower secondary level (male),78.8
35,South-eastern Asia,2005,Gross enrollment ratio - Lower secondary level (female),80.1
35,South-eastern Asia,2005,Students enrolled in upper secondary education (thousands),"11,889"
35,South-eastern Asia,2005,Gross enrollment ratio - Upper secondary level (male),43
35,South-eastern Asia,2005,Gross enrollment ratio - Upper secondary level (female),43.1
35,South-eastern Asia,2005,Teachers at primary level,"2,937,432"
35,South-eastern Asia,2005,Teachers at lower secondary level,"1,471,724"
35,South-eastern Asia,2005,Teachers at upper secondary level,"709,948"
35,South-eastern Asia,2005,Ratio of girls to boys in primary education,0.98
35,South-eastern Asia,2005,Ratio of girls to boys in lower secondary education,1.02
35,South-eastern Asia,2005,Ratio of girls to boys in upper secondary education,1
62,South-central Asia,2005,Teachers at primary level,"4,919,128"
62,South-central Asia,2005,Teachers at lower secondary level,"2,802,959"
62,South-central Asia,2005,Teachers at upper secondary level,"2,165,628"
62,South-central Asia,2005,Ratio of girls to boys in primary education,0.94
62,South-central Asia,2005,Ratio of girls to boys in lower secondary education,0.89
62,South-central Asia,2005,Ratio of girls to boys in upper secondary education,0.81
143,Central Asia,2005,Students enrolled in primary education (thousands),"4,886"
143,Central Asia,2005,Gross enrollment ratio - Primary (male),100.4
143,Central Asia,2005,Gross enrollment ratio - Primary (female),98.1
143,Central Asia,2005,Students enrolled in lower secondary education (thousands),"6,472"
143,Central Asia,2005,Gross enrollment ratio - Lower secondary level (male),96.4
143,Central Asia,2005,Gross enrollment ratio - Lower secondary level (female),93.5
143,Central Asia,2005,Students enrolled in upper secondary education (thousands),"2,587"
143,Central Asia,2005,Gross enrollment ratio - Upper secondary level (male),79.7
143,Central Asia,2005,Gross enrollment ratio - Upper secondary level (female),74.6
143,Central Asia,2005,Teachers at primary level,"242,661"
143,Central Asia,2005,Teachers with minimum required qualifications at primary level,94.2
143,Central Asia,2005,Ratio of girls to boys in primary education,0.98
143,Central Asia,2005,Ratio of girls to boys in lower secondary education,0.97
143,Central Asia,2005,Ratio of girls to boys in upper secondary education,0.98
145,Western Asia,2005,Students enrolled in primary education (thousands),"24,242"
145,Western Asia,2005,Gross enrollment ratio - Primary (male),102.2
145,Western Asia,2005,Gross enrollment ratio - Primary (female),93.2
145,Western Asia,2005,Students enrolled in lower secondary education (thousands),"12,427"
145,Western Asia,2005,Gross enrollment ratio - Lower secondary level (male),88.5
145,Western Asia,2005,Gross enrollment ratio - Lower secondary level (female),76.8
145,Western Asia,2005,Students enrolled in upper secondary education (thousands),"7,394"
145,Western Asia,2005,Gross enrollment ratio - Upper secondary level (male),66.9
145,Western Asia,2005,Gross enrollment ratio - Upper secondary level (female),56.5
145,Western Asia,2005,Teachers at primary level,"1,292,949"
145,Western Asia,2005,Teachers at lower secondary level,"817,596"
145,Western Asia,2005,Teachers at upper secondary level,"538,000"
145,Western Asia,2005,Ratio of girls to boys in primary education,0.91
145,Western Asia,2005,Ratio of girls to boys in lower secondary education,0.87
145,Western Asia,2005,Ratio of girls to boys in upper secondary education,0.84
150,Europe,2005,Students enrolled in primary education (thousands),"38,479"
150,Europe,2005,Gross enrollment ratio - Primary (male),103.4
150,Europe,2005,Gross enrollment ratio - Primary (female),102.6
150,Europe,2005,Students enrolled in lower secondary education (thousands),"36,273"
150,Europe,2005,Gross enrollment ratio - Lower secondary level (male),98.6
150,Europe,2005,Gross enrollment ratio - Lower secondary level (female),97.4
150,Europe,2005,Students enrolled in upper secondary education (thousands),"29,004"
150,Europe,2005,Gross enrollment ratio - Upper secondary level (male),98.8
150,Europe,2005,Gross enrollment ratio - Upper secondary level (female),99.5
150,Europe,2005,Teachers at primary level,"2,673,746"
150,Europe,2005,Teachers at lower secondary level,"3,256,231"
150,Europe,2005,Teachers at upper secondary level,"2,572,538"
150,Europe,2005,Ratio of girls to boys in primary education,0.99
150,Europe,2005,Ratio of girls to boys in lower secondary education,0.99
150,Europe,2005,Ratio of girls to boys in upper secondary education,1.01
199,LDC§,2005,Students enrolled in primary education (thousands),"106,819"
199,LDC§,2005,Gross enrollment ratio - Primary (male),98.7
199,LDC§,2005,Gross enrollment ratio - Primary (female),87.9
199,LDC§,2005,Students enrolled in lower secondary education (thousands),"23,607"
199,LDC§,2005,Gross enrollment ratio - Lower secondary level (male),45
199,LDC§,2005,Gross enrollment ratio - Lower secondary level (female),36.9
199,LDC§,2005,Students enrolled in upper secondary education (thousands),"9,924"
199,LDC§,2005,Gross enrollment ratio - Upper secondary level (male),23
199,LDC§,2005,Gross enrollment ratio - Upper secondary level (female),16.9
199,LDC§,2005,Teachers at primary level,"2,394,903"
199,LDC§,2005,Teachers with minimum required qualifications at primary level,78.5
199,LDC§,2005,Teachers at lower secondary level,"841,710"
199,LDC§,2005,Teachers with minimum required qualifications at lower secondary level,67.2
199,LDC§,2005,Teachers at upper secondary level,"494,103"
199,LDC§,2005,Ratio of girls to boys in primary education,0.89
199,LDC§,2005,Ratio of girls to boys in lower secondary education,0.82
199,LDC§,2005,Ratio of girls to boys in upper secondary education,0.73
202,Sub-Saharan Africa,2005,Students enrolled in primary education (thousands),"113,432"
202,Sub-Saharan Africa,2005,Gross enrollment ratio - Primary (male),99.1
202,Sub-Saharan Africa,2005,Gross enrollment ratio - Primary (female),87.3
202,Sub-Saharan Africa,2005,Students enrolled in lower secondary education (thousands),"20,727"
202,Sub-Saharan Africa,2005,Gross enrollment ratio - Lower secondary level (male),42
202,Sub-Saharan Africa,2005,Gross enrollment ratio - Lower secondary level (female),33.1
202,Sub-Saharan Africa,2005,Students enrolled in upper secondary education (thousands),"11,200"
202,Sub-Saharan Africa,2005,Gross enrollment ratio - Upper secondary level (male),26.8
202,Sub-Saharan Africa,2005,Gross enrollment ratio - Upper secondary level (female),20.7
202,Sub-Saharan Africa,2005,Teachers at primary level,"2,577,292"
202,Sub-Saharan Africa,2005,Teachers with minimum required qualifications at primary level,75.6
202,Sub-Saharan Africa,2005,Teachers at lower secondary level,"712,711"
202,Sub-Saharan Africa,2005,Teachers at upper secondary level,"458,121"
202,Sub-Saharan Africa,2005,Ratio of girls to boys in primary education,0.88
202,Sub-Saharan Africa,2005,Ratio of girls to boys in lower secondary education,0.79
202,Sub-Saharan Africa,2005,Ratio of girls to boys in upper secondary education,0.77
419,Latin America & the Caribbean,2005,Students enrolled in primary education (thousands),"69,082"
419,Latin America & the Caribbean,2005,Gross enrollment ratio - Primary (male),118.2
419,Latin America & the Caribbean,2005,Gross enrollment ratio - Primary (female),114.5
419,Latin America & the Caribbean,2005,Students enrolled in lower secondary education (thousands),"36,809"
419,Latin America & the Caribbean,2005,Gross enrollment ratio - Lower secondary level (male),98
419,Latin America & the Caribbean,2005,Gross enrollment ratio - Lower secondary level (female),102.3
419,Latin America & the Caribbean,2005,Students enrolled in upper secondary education (thousands),"21,638"
419,Latin America & the Caribbean,2005,Gross enrollment ratio - Upper secondary level (male),65.1
419,Latin America & the Caribbean,2005,Gross enrollment ratio - Upper secondary level (female),73.9
419,Latin America & the Caribbean,2005,Teachers at primary level,"2,974,792"
419,Latin America & the Caribbean,2005,Teachers at lower secondary level,"2,053,961"
419,Latin America & the Caribbean,2005,Teachers at upper secondary level,"1,423,493"
419,Latin America & the Caribbean,2005,Ratio of girls to boys in primary education,0.97
419,Latin America & the Caribbean,2005,Ratio of girls to boys in lower secondary education,1.04
419,Latin America & the Caribbean,2005,Ratio of girls to boys in upper secondary education,1.12
432,LLDCs,2005,Students enrolled in primary education (thousands),"53,493"
432,LLDCs,2005,Gross enrollment ratio - Primary (male),101.1
432,LLDCs,2005,Gross enrollment ratio - Primary (female),88.3
432,LLDCs,2005,Students enrolled in lower secondary education (thousands),"16,646"
432,LLDCs,2005,Gross enrollment ratio - Lower secondary level (male),54.5
432,LLDCs,2005,Gross enrollment ratio - Lower secondary level (female),45.6
432,LLDCs,2005,Students enrolled in upper secondary education (thousands),"6,571"
432,LLDCs,2005,Gross enrollment ratio - Upper secondary level (male),31.9
432,LLDCs,2005,Gross enrollment ratio - Upper secondary level (female),26.8
432,LLDCs,2005,Teachers at primary level,"1,308,056"
432,LLDCs,2005,Teachers with minimum required qualifications at primary level,85.4
432,LLDCs,2005,Teachers at lower secondary level,"1,011,504"
432,LLDCs,2005,Teachers at upper secondary level,"449,909"
432,LLDCs,2005,Ratio of girls to boys in primary education,0.87
432,LLDCs,2005,Ratio of girls to boys in lower secondary education,0.84
432,LLDCs,2005,Ratio of girls to boys in upper secondary education,0.84
722,SIDS,2005,Students enrolled in primary education (thousands),"6,928"
722,SIDS,2005,Gross enrollment ratio - Primary (male),101.9
722,SIDS,2005,Gross enrollment ratio - Primary (female),97.7
722,SIDS,2005,Students enrolled in lower secondary education (thousands),"2,717"
722,SIDS,2005,Gross enrollment ratio - Lower secondary level (male),87.8
722,SIDS,2005,Gross enrollment ratio - Lower secondary level (female),87.6
722,SIDS,2005,Students enrolled in upper secondary education (thousands),"1,295"
722,SIDS,2005,Gross enrollment ratio - Upper secondary level (male),33
722,SIDS,2005,Gross enrollment ratio - Upper secondary level (female),36.9
722,SIDS,2005,Teachers at primary level,"318,585"
722,SIDS,2005,Teachers with minimum required qualifications at primary level,85.4
722,SIDS,2005,Teachers at lower secondary level,"150,442"
722,SIDS,2005,Teachers with minimum required qualifications at lower secondary level,81.8
722,SIDS,2005,Teachers at upper secondary level,"86,909"
722,SIDS,2005,Teachers with minimum required qualifications at upper secondary level,94.3
722,SIDS,2005,Ratio of girls to boys in primary education,0.96
722,SIDS,2005,Ratio of girls to boys in lower secondary education,1
722,SIDS,2005,Ratio of girls to boys in upper secondary education,1.11
1,"Total, all countries or areas",2010,Students enrolled in primary education (thousands),"696,905"
1,"Total, all countries or areas",2010,Gross enrollment ratio - Primary (male),103.7
1,"Total, all countries or areas",2010,Gross enrollment ratio - Primary (female),100.9
1,"Total, all countries or areas",2010,Students enrolled in lower secondary education (thousands),"315,870"
1,"Total, all countries or areas",2010,Gross enrollment ratio - Lower secondary level (male),83.8
1,"Total, all countries or areas",2010,Gross enrollment ratio - Lower secondary level (female),81.4
1,"Total, all countries or areas",2010,Students enrolled in upper secondary education (thousands),"229,775"
1,"Total, all countries or areas",2010,Gross enrollment ratio - Upper secondary level (male),60.2
1,"Total, all countries or areas",2010,Gross enrollment ratio - Upper secondary level (female),57.7
1,"Total, all countries or areas",2010,Teachers at primary level,"28,676,377"
1,"Total, all countries or areas",2010,Teachers at lower secondary level,"17,877,582"
1,"Total, all countries or areas",2010,Teachers at upper secondary level,"14,335,596"
1,"Total, all countries or areas",2010,Ratio of girls to boys in primary education,0.97
1,"Total, all countries or areas",2010,Ratio of girls to boys in lower secondary education,0.97
1,"Total, all countries or areas",2010,Ratio of girls to boys in upper secondary education,0.96
9,Oceania,2010,Students enrolled in primary education (thousands),"3,551"
9,Oceania,2010,Gross enrollment ratio - Primary (male),98.1
9,Oceania,2010,Gross enrollment ratio - Primary (female),96.1
9,Oceania,2010,Students enrolled in lower secondary education (thousands),"1,980"
9,Oceania,2010,Gross enrollment ratio - Lower secondary level (male),109.2
9,Oceania,2010,Gross enrollment ratio - Lower secondary level (female),103.2
9,Oceania,2010,Students enrolled in upper secondary education (thousands),"1,777"
9,Oceania,2010,Gross enrollment ratio - Upper secondary level (male),117.3
9,Oceania,2010,Gross enrollment ratio - Upper secondary level (female),109
9,Oceania,2010,Teachers at primary level,"174,934"
9,Oceania,2010,Ratio of girls to boys in primary education,0.98
9,Oceania,2010,Ratio of girls to boys in lower secondary education,0.95
9,Oceania,2010,Ratio of girls to boys in upper secondary education,0.93
15,Northern Africa,2010,Students enrolled in primary education (thousands),"23,635"
15,Northern Africa,2010,Gross enrollment ratio - Primary (male),98
15,Northern Africa,2010,Gross enrollment ratio - Primary (female),92.7
15,Northern Africa,2010,Students enrolled in lower secondary education (thousands),"11,130"
15,Northern Africa,2010,Gross enrollment ratio - Lower secondary level (male),95
15,Northern Africa,2010,Gross enrollment ratio - Lower secondary level (female),88.7
15,Northern Africa,2010,Students enrolled in upper secondary education (thousands),"6,275"
15,Northern Africa,2010,Gross enrollment ratio - Upper secondary level (male),47.4
15,Northern Africa,2010,Gross enrollment ratio - Upper secondary level (female),51.1
15,Northern Africa,2010,Teachers at primary level,"973,788"
15,Northern Africa,2010,Teachers at lower secondary level,"622,844"
15,Northern Africa,2010,Teachers at upper secondary level,"542,647"
15,Northern Africa,2010,Ratio of girls to boys in primary education,0.95
15,Northern Africa,2010,Ratio of girls to boys in lower secondary education,0.93
15,Northern Africa,2010,Ratio of girls to boys in upper secondary education,1.07
21,Northern America,2010,Students enrolled in primary education (thousands),"26,573"
21,Northern America,2010,Gross enrollment ratio - Primary (male),100.7
21,Northern America,2010,Gross enrollment ratio - Primary (female),99.8
21,Northern America,2010,Students enrolled in lower secondary education (thousands),"13,268"
21,Northern America,2010,Gross enrollment ratio - Lower secondary level (male),100.8
21,Northern America,2010,Gross enrollment ratio - Lower secondary level (female),99.3
21,Northern America,2010,Students enrolled in upper secondary education (thousands),"13,774"
21,Northern America,2010,Gross enrollment ratio - Upper secondary level (male),91.8
21,Northern America,2010,Gross enrollment ratio - Upper secondary level (female),94.5
21,Northern America,2010,Teachers at primary level,"1,830,439"
21,Northern America,2010,Teachers at lower secondary level,"862,886"
21,Northern America,2010,Teachers at upper secondary level,"933,482"
21,Northern America,2010,Ratio of girls to boys in primary education,0.99
21,Northern America,2010,Ratio of girls to boys in lower secondary education,0.98
21,Northern America,2010,Ratio of girls to boys in upper secondary education,1.03
30,Eastern Asia,2010,Students enrolled in primary education (thousands),"113,631"
30,Eastern Asia,2010,Gross enrollment ratio - Primary (male),104.6
30,Eastern Asia,2010,Gross enrollment ratio - Primary (female),104.9
30,Eastern Asia,2010,Students enrolled in lower secondary education (thousands),"61,743"
30,Eastern Asia,2010,Gross enrollment ratio - Lower secondary level (male),103.8
30,Eastern Asia,2010,Gross enrollment ratio - Lower secondary level (female),106.7
30,Eastern Asia,2010,Students enrolled in upper secondary education (thousands),"51,931"
30,Eastern Asia,2010,Gross enrollment ratio - Upper secondary level (male),80.8
30,Eastern Asia,2010,Gross enrollment ratio - Upper secondary level (female),80.9
30,Eastern Asia,2010,Teachers at primary level,"6,663,567"
30,Eastern Asia,2010,Teachers at lower secondary level,"4,114,815"
30,Eastern Asia,2010,Teachers at upper secondary level,"3,315,633"
30,Eastern Asia,2010,Ratio of girls to boys in primary education,1
30,Eastern Asia,2010,Ratio of girls to boys in lower secondary education,1.03
30,Eastern Asia,2010,Ratio of girls to boys in upper secondary education,1
34,Southern Asia,2010,Students enrolled in primary education (thousands),"191,840"
34,Southern Asia,2010,Gross enrollment ratio - Primary (male),103
34,Southern Asia,2010,Gross enrollment ratio - Primary (female),101.3
34,Southern Asia,2010,Students enrolled in lower secondary education (thousands),"79,060"
34,Southern Asia,2010,Gross enrollment ratio - Lower secondary level (male),74.4
34,Southern Asia,2010,Gross enrollment ratio - Lower secondary level (female),70.9
34,Southern Asia,2010,Students enrolled in upper secondary education (thousands),"64,315"
34,Southern Asia,2010,Gross enrollment ratio - Upper secondary level (male),48.5
34,Southern Asia,2010,Gross enrollment ratio - Upper secondary level (female),42.9
34,Southern Asia,2010,Teachers at primary level,"5,327,088"
34,Southern Asia,2010,Teachers at lower secondary level,"2,704,243"
34,Southern Asia,2010,Teachers at upper secondary level,"2,999,879"
34,Southern Asia,2010,Ratio of girls to boys in primary education,0.98
34,Southern Asia,2010,Ratio of girls to boys in lower secondary education,0.95
34,Southern Asia,2010,Ratio of girls to boys in upper secondary education,0.89
35,South-eastern Asia,2010,Students enrolled in primary education (thousands),"68,285"
35,South-eastern Asia,2010,Gross enrollment ratio - Primary (male),109.2
35,South-eastern Asia,2010,Gross enrollment ratio - Primary (female),110.2
35,South-eastern Asia,2010,Students enrolled in lower secondary education (thousands),"29,907"
35,South-eastern Asia,2010,Gross enrollment ratio - Lower secondary level (male),84.2
35,South-eastern Asia,2010,Gross enrollment ratio - Lower secondary level (female),87.3
35,South-eastern Asia,2010,Students enrolled in upper secondary education (thousands),"14,859"
35,South-eastern Asia,2010,Gross enrollment ratio - Upper secondary level (male),53.6
35,South-eastern Asia,2010,Gross enrollment ratio - Upper secondary level (female),53.5
35,South-eastern Asia,2010,Teachers at primary level,"3,242,386"
35,South-eastern Asia,2010,Teachers at lower secondary level,"1,723,380"
35,South-eastern Asia,2010,Teachers at upper secondary level,"880,324"
35,South-eastern Asia,2010,Ratio of girls to boys in primary education,1.01
35,South-eastern Asia,2010,Ratio of girls to boys in lower secondary education,1.04
35,South-eastern Asia,2010,Ratio of girls to boys in upper secondary education,1
62,South-central Asia,2010,Teachers at primary level,"5,552,573"
62,South-central Asia,2010,Teachers at lower secondary level,"3,242,259"
62,South-central Asia,2010,Teachers at upper secondary level,"3,225,281"
62,South-central Asia,2010,Ratio of girls to boys in primary education,0.98
62,South-central Asia,2010,Ratio of girls to boys in lower secondary education,0.95
62,South-central Asia,2010,Ratio of girls to boys in upper secondary education,0.89
143,Central Asia,2010,Students enrolled in primary education (thousands),"4,320"
143,Central Asia,2010,Gross enrollment ratio - Primary (male),98.5
143,Central Asia,2010,Gross enrollment ratio - Primary (female),97.2
143,Central Asia,2010,Students enrolled in lower secondary education (thousands),"5,909"
143,Central Asia,2010,Gross enrollment ratio - Lower secondary level (male),97.1
143,Central Asia,2010,Gross enrollment ratio - Lower secondary level (female),94.6
143,Central Asia,2010,Students enrolled in upper secondary education (thousands),"2,736"
143,Central Asia,2010,Gross enrollment ratio - Upper secondary level (male),83.2
143,Central Asia,2010,Gross enrollment ratio - Upper secondary level (female),81.3
143,Central Asia,2010,Teachers at primary level,"225,484"
143,Central Asia,2010,Teachers with minimum required qualifications at primary level,96.9
143,Central Asia,2010,Ratio of girls to boys in primary education,0.99
143,Central Asia,2010,Ratio of girls to boys in lower secondary education,0.98
143,Central Asia,2010,Ratio of girls to boys in upper secondary education,1
145,Western Asia,2010,Students enrolled in primary education (thousands),"25,347"
145,Western Asia,2010,Gross enrollment ratio - Primary (male),102.3
145,Western Asia,2010,Gross enrollment ratio - Primary (female),96
145,Western Asia,2010,Students enrolled in lower secondary education (thousands),"13,473"
145,Western Asia,2010,Gross enrollment ratio - Lower secondary level (male),88.8
145,Western Asia,2010,Gross enrollment ratio - Lower secondary level (female),81.4
145,Western Asia,2010,Students enrolled in upper secondary education (thousands),"9,035"
145,Western Asia,2010,Gross enrollment ratio - Upper secondary level (male),65
145,Western Asia,2010,Gross enrollment ratio - Upper secondary level (female),59.8
145,Western Asia,2010,Teachers at primary level,"1,440,371"
145,Western Asia,2010,Teachers with minimum required qualifications at primary level,89.1
145,Western Asia,2010,Teachers at lower secondary level,"924,296"
145,Western Asia,2010,Teachers at upper secondary level,"682,472"
145,Western Asia,2010,Ratio of girls to boys in primary education,0.94
145,Western Asia,2010,Ratio of girls to boys in lower secondary education,0.92
145,Western Asia,2010,Ratio of girls to boys in upper secondary education,0.92
150,Europe,2010,Students enrolled in primary education (thousands),"36,741"
150,Europe,2010,Gross enrollment ratio - Primary (male),101.4
