"Reference Area","Time Period","Sex","Age group","Units of measurement","Observation Value"
"Azerbaijan","2000","All genders","Not applicable","Percent","11.2834"
"Bahrain","2012","All genders","Not applicable","Percent","0"
"Bangladesh","2011","All genders","Not applicable","Percent","0"
"Bangladesh","2010","All genders","Not applicable","Percent","0"
"Bangladesh","2009","All genders","Not applicable","Percent","0"
"Bangladesh","2008","All genders","Not applicable","Percent","0"
"Bangladesh","2007","All genders","Not applicable","Percent","0"
"Bangladesh","2006","All genders","Not applicable","Percent","0"
"Bangladesh","2003","All genders","Not applicable","Percent","0"
"Bangladesh","2000","All genders","Not applicable","Percent","0"
"Bangladesh","1999","All genders","Not applicable","Percent","0"
"Barbados","2013","All genders","Not applicable","Percent","0"
"Barbados","2012","All genders","Not applicable","Percent","0"
"Barbados","2010","All genders","Not applicable","Percent","0"
"Barbados","2009","All genders","Not applicable","Percent","0"
"Barbados","2008","All genders","Not applicable","Percent","0"
"Barbados","2007","All genders","Not applicable","Percent","0"
"Barbados","2005","All genders","Not applicable","Percent","0"
"Barbados","2004","All genders","Not applicable","Percent","0"
"Barbados","2003","All genders","Not applicable","Percent","0"
"Barbados","2002","All genders","Not applicable","Percent","0"
"Barbados","2001","All genders","Not applicable","Percent","0"
"Barbados","2000","All genders","Not applicable","Percent","0"
"Barbados","1999","All genders","Not applicable","Percent","0"
"Belarus","2014","All genders","Not applicable","Percent","4.79237"
"Belarus","2013","All genders","Not applicable","Percent","9.83507"
"Belarus","2012","All genders","Not applicable","Percent","8.57291"
"Belarus","2011","All genders","Not applicable","Percent","8.46893"
"Belarus","2010","All genders","Not applicable","Percent","8.48719"
"Belarus","2009","All genders","Not applicable","Percent","0"
"Belarus","2007","All genders","Not applicable","Percent","0"
"Belarus","2006","All genders","Not applicable","Percent","0"
"Belarus","2005","All genders","Not applicable","Percent","0"
"Belarus","2004","All genders","Not applicable","Percent","0"
"Belgium","2011","All genders","Not applicable","Percent","2.2692"
"Belgium","2010","All genders","Not applicable","Percent","2.24026"
"Belgium","2009","All genders","Not applicable","Percent","2.33255"
"Belgium","2008","All genders","Not applicable","Percent","2.36806"
"Belgium","2007","All genders","Not applicable","Percent","2.42096"
"Belgium","2006","All genders","Not applicable","Percent","2.37607"
"Belgium","2005","All genders","Not applicable","Percent","2.07553"
"Belgium","2004","All genders","Not applicable","Percent","2.02452"
"Belize","2013","All genders","Not applicable","Percent","7.17045"
"Belize","2012","All genders","Not applicable","Percent","0"
"Belize","2004","All genders","Not applicable","Percent","3.49533"
"Belize","2003","All genders","Not applicable","Percent","0"
"Belize","2000","All genders","Not applicable","Percent","0.09651"
"Benin","2014","All genders","Not applicable","Percent","0"
"Benin","2013","All genders","Not applicable","Percent","0"
"Benin","2012","All genders","Not applicable","Percent","0"
"Benin","2010","All genders","Not applicable","Percent","0"
"Benin","2007","All genders","Not applicable","Percent","1.21781"
"Benin","2006","All genders","Not applicable","Percent","0"
"Bermuda","2014","All genders","Not applicable","Percent","0"
"Bermuda","2010","All genders","Not applicable","Percent","0"
"Bermuda","2005","All genders","Not applicable","Percent","0"
"Bermuda","2004","All genders","Not applicable","Percent","0"
"Bermuda","2003","All genders","Not applicable","Percent","0"
"Bermuda","1998","All genders","Not applicable","Percent","0"
"Bhutan","2013","All genders","Not applicable","Percent","0"
"Bhutan","2011","All genders","Not applicable","Percent","0"
"Bhutan","2010","All genders","Not applicable","Percent","0"
"Bhutan","2009","All genders","Not applicable","Percent","0"
"Bhutan","2008","All genders","Not applicable","Percent","0"
"Bhutan","2005","All genders","Not applicable","Percent","13.67729"
"Bolivia","2014","All genders","Not applicable","Percent","0.01274"
"Bolivia","2011","All genders","Not applicable","Percent","1.92018"
"Bolivia","2010","All genders","Not applicable","Percent","1.77632"
"Bolivia","2009","All genders","Not applicable","Percent","1.28849"
"Bolivia","2008","All genders","Not applicable","Percent","1.42603"
"Bolivia","2003","All genders","Not applicable","Percent","2.8641"
"Bolivia","2002","All genders","Not applicable","Percent","1.9203"
"Bolivia","2001","All genders","Not applicable","Percent","7.42049"
"Bolivia","2000","All genders","Not applicable","Percent","6.24016"
"Bolivia","1999","All genders","Not applicable","Percent","5.42561"
"Bolivia","1998","All genders","Not applicable","Percent","6.21718"
"Botswana","2009","All genders","Not applicable","Percent","2.27985"
"Botswana","2007","All genders","Not applicable","Percent","0"
"Botswana","2005","All genders","Not applicable","Percent","2.19067"
"Brazil","2013","All genders","Not applicable","Percent","0"
"Brazil","2012","All genders","Not applicable","Percent","0"
"Brazil","2011","All genders","Not applicable","Percent","0"
"Brazil","2010","All genders","Not applicable","Percent","0"
"Brazil","2009","All genders","Not applicable","Percent","0"
"Brazil","2008","All genders","Not applicable","Percent","0"
"Brazil","2007","All genders","Not applicable","Percent","0"
"Brazil","2006","All genders","Not applicable","Percent","0"
"Brazil","2005","All genders","Not applicable","Percent","0"
"Brazil","2004","All genders","Not applicable","Percent","0"
"Brazil","2001","All genders","Not applicable","Percent","0"
"Brazil","2000","All genders","Not applicable","Percent","0"
"Brazil","1999","All genders","Not applicable","Percent","0"
"British Virgin Islands","2010","All genders","Not applicable","Percent","0"
"British Virgin Islands","2009","All genders","Not applicable","Percent","0"
"British Virgin Islands","2007","All genders","Not applicable","Percent","0"
"British Virgin Islands","2006","All genders","Not applicable","Percent","0"
"British Virgin Islands","2005","All genders","Not applicable","Percent","0"
"British Virgin Islands","2001","All genders","Not applicable","Percent","27.03605"
"Brunei Darussalam","2010","All genders","Not applicable","Percent","0"
"Brunei Darussalam","2000","All genders","Not applicable","Percent","0"
"Brunei Darussalam","1999","All genders","Not applicable","Percent","0"
"Brunei Darussalam","1998","All genders","Not applicable","Percent","0"
"Bulgaria","2012","All genders","Not applicable","Percent","0"
"Bulgaria","2011","All genders","Not applicable","Percent","0"
"Bulgaria","2010","All genders","Not applicable","Percent","0"
"Bulgaria","2009","All genders","Not applicable","Percent","0"
"Bulgaria","2008","All genders","Not applicable","Percent","0"
"Bulgaria","2007","All genders","Not applicable","Percent","0"
"Bulgaria","2006","All genders","Not applicable","Percent","0"
"Bulgaria","2005","All genders","Not applicable","Percent","0"
"Bulgaria","2004","All genders","Not applicable","Percent","0"
"Bulgaria","2003","All genders","Not applicable","Percent","0"
"Bulgaria","2002","All genders","Not applicable","Percent","0"
"Bulgaria","2001","All genders","Not applicable","Percent","0"
"Bulgaria","1998","All genders","Not applicable","Percent","0"
"Burkina Faso","2014","All genders","Not applicable","Percent","0"
"Burkina Faso","2013","All genders","Not applicable","Percent","0"
"Burkina Faso","2012","All genders","Not applicable","Percent","0"
"Burkina Faso","2011","All genders","Not applicable","Percent","0"
"Burkina Faso","2010","All genders","Not applicable","Percent","0"
"Burkina Faso","2006","All genders","Not applicable","Percent","1.93507"
"Burkina Faso","2005","All genders","Not applicable","Percent","1.4694"
"Burundi","2012","All genders","Not applicable","Percent","11.01824"
"Burundi","2011","All genders","Not applicable","Percent","5.08955"
"Burundi","2010","All genders","Not applicable","Percent","6.17122"
"Burundi","2009","All genders","Not applicable","Percent","4.04985"
"Burundi","2008","All genders","Not applicable","Percent","2.70942"
"Burundi","2005","All genders","Not applicable","Percent","0"
"Burundi","2002","All genders","Not applicable","Percent","0"
"Burundi","2001","All genders","Not applicable","Percent","0"
"Burundi","1999","All genders","Not applicable","Percent","0"
"Cambodia","2013","All genders","Not applicable","Percent","0"
"Cambodia","2007","All genders","Not applicable","Percent","0"
"Cambodia","2001","All genders","Not applicable","Percent","0"
"Cambodia","2000","All genders","Not applicable","Percent","0"
"Cameroon","2013","All genders","Not applicable","Percent","0.03236"
"Cameroon","2012","All genders","Not applicable","Percent","0"
"Cameroon","2011","All genders","Not applicable","Percent","0"
"Cameroon","2010","All genders","Not applicable","Percent","0.18352"
"Cameroon","2009","All genders","Not applicable","Percent","0"
"Cameroon","2008","All genders","Not applicable","Percent","0"
"Cameroon","2007","All genders","Not applicable","Percent","0"
"Cameroon","2006","All genders","Not applicable","Percent","0"
"Cameroon","2005","All genders","Not applicable","Percent","0"
"Cameroon","2004","All genders","Not applicable","Percent","0"
"Canada","2012","All genders","Not applicable","Percent","0"
"Canada","2011","All genders","Not applicable","Percent","0"
"Canada","2010","All genders","Not applicable","Percent","0"
"Canada","2009","All genders","Not applicable","Percent","0"
"Canada","2008","All genders","Not applicable","Percent","0"
"Canada","2007","All genders","Not applicable","Percent","0"
"Canada","2006","All genders","Not applicable","Percent","0"
"Canada","1998","All genders","Not applicable","Percent","0"
"Cape Verde","2013","All genders","Not applicable","Percent","0"
"Cape Verde","2011","All genders","Not applicable","Percent","0"
"Cape Verde","2009","All genders","Not applicable","Percent","8.28297"
"Cape Verde","2008","All genders","Not applicable","Percent","15.65964"
"Cape Verde","2006","All genders","Not applicable","Percent","0"
"Cape Verde","2002","All genders","Not applicable","Percent","5.82888"
"Cayman Islands","2005","All genders","Not applicable","Percent","0"
"Central African Republic","2010","All genders","Not applicable","Percent","0"
"Central African Republic","2009","All genders","Not applicable","Percent","0"
"Central African Republic","2008","All genders","Not applicable","Percent","0"
"Central African Republic","2007","All genders","Not applicable","Percent","0"
"Central African Republic","2006","All genders","Not applicable","Percent","0"
"Central African Republic","2005","All genders","Not applicable","Percent","0"
"Chad","2011","All genders","Not applicable","Percent","9.10412"
"Chad","2010","All genders","Not applicable","Percent","1.16088"
"Chad","2009","All genders","Not applicable","Percent","0"
"Chad","2005","All genders","Not applicable","Percent","0"
"Chad","2004","All genders","Not applicable","Percent","0"
"Chile","2012","All genders","Not applicable","Percent","0"
"Chile","2011","All genders","Not applicable","Percent","0"
"Chile","2010","All genders","Not applicable","Percent","0"
"Chile","2009","All genders","Not applicable","Percent","0"
"Chile","2008","All genders","Not applicable","Percent","0"
"Chile","2007","All genders","Not applicable","Percent","0"
"Chile","2006","All genders","Not applicable","Percent","0"
"Chile","2005","All genders","Not applicable","Percent","0"
"Chile","2004","All genders","Not applicable","Percent","0"
"Chile","2003","All genders","Not applicable","Percent","0"
"Chile","2002","All genders","Not applicable","Percent","0"
"Chile","2000","All genders","Not applicable","Percent","0"
"China","1999","All genders","Not applicable","Percent","4.80069"
"Colombia","2014","All genders","Not applicable","Percent","0.26251"
"Colombia","2012","All genders","Not applicable","Percent","1.40468"
"Colombia","2011","All genders","Not applicable","Percent","1.49689"
"Colombia","2009","All genders","Not applicable","Percent","1.28907"
"Colombia","2008","All genders","Not applicable","Percent","0.48919"
"Colombia","2007","All genders","Not applicable","Percent","4.07257"
"Colombia","2006","All genders","Not applicable","Percent","15.41245"
"Colombia","2005","All genders","Not applicable","Percent","0"
"Colombia","2004","All genders","Not applicable","Percent","0"
"Comoros","2012","All genders","Not applicable","Percent","0"
"Comoros","2011","All genders","Not applicable","Percent","0"
"Congo","2005","All genders","Not applicable","Percent","0"
"Congo","2002","All genders","Not applicable","Percent","1.80392"
"Cook Islands","2014","All genders","Not applicable","Percent","0"
"Cook Islands","2013","All genders","Not applicable","Percent","0"
"Cook Islands","2012","All genders","Not applicable","Percent","0"
"Cook Islands","2011","All genders","Not applicable","Percent","0"
"Cook Islands","2000","All genders","Not applicable","Percent","0"
"Cook Islands","1999","All genders","Not applicable","Percent","0"
"Costa Rica","2014","All genders","Not applicable","Percent","1.21663"
"Costa Rica","2004","All genders","Not applicable","Percent","0"
"Costa Rica","2002","All genders","Not applicable","Percent","0"
"Costa Rica","2001","All genders","Not applicable","Percent","0.03028"
"Costa Rica","2000","All genders","Not applicable","Percent","0"
"Costa Rica","1999","All genders","Not applicable","Percent","0"
"Côte d'Ivoire","2014","All genders","Not applicable","Percent","0"
"Côte d'Ivoire","1999","All genders","Not applicable","Percent","0.07135"
"Côte d'Ivoire","1998","All genders","Not applicable","Percent","0.0083"
"Croatia","2011","All genders","Not applicable","Percent","1.53571"
"Croatia","2010","All genders","Not applicable","Percent","1.59421"
"Croatia","2009","All genders","Not applicable","Percent","2.02559"
"Croatia","2008","All genders","Not applicable","Percent","1.91532"
"Croatia","2007","All genders","Not applicable","Percent","1.55945"
"Croatia","2004","All genders","Not applicable","Percent","3.66461"
"Croatia","2003","All genders","Not applicable","Percent","3.44309"
"Croatia","2002","All genders","Not applicable","Percent","2.01518"
"Cuba","2010","All genders","Not applicable","Percent","0"
"Cuba","2009","All genders","Not applicable","Percent","0"
"Cuba","2008","All genders","Not applicable","Percent","0"
"Cuba","2007","All genders","Not applicable","Percent","0"
"Cuba","2006","All genders","Not applicable","Percent","0"
"Cuba","2005","All genders","Not applicable","Percent","0"
"Cuba","2004","All genders","Not applicable","Percent","0"
"Cuba","2002","All genders","Not applicable","Percent","0"
"Cuba","2001","All genders","Not applicable","Percent","6.44997"
"Cuba","2000","All genders","Not applicable","Percent","0"
"Cyprus","2011","All genders","Not applicable","Percent","0"
"Cyprus","2010","All genders","Not applicable","Percent","0"
"Cyprus","2009","All genders","Not applicable","Percent","0"
"Cyprus","2008","All genders","Not applicable","Percent","0"
"Cyprus","2007","All genders","Not applicable","Percent","0"
"Cyprus","2006","All genders","Not applicable","Percent","0"
"Cyprus","2005","All genders","Not applicable","Percent","0"
"Cyprus","2004","All genders","Not applicable","Percent","0"
"Cyprus","2003","All genders","Not applicable","Percent","0"
"Cyprus","2002","All genders","Not applicable","Percent","0"
"Cyprus","2001","All genders","Not applicable","Percent","0"
"Cyprus","1999","All genders","Not applicable","Percent","0"
"Czech Republic","2012","All genders","Not applicable","Percent","3.63342"
"Czech Republic","2011","All genders","Not applicable","Percent","3.78922"
"Czech Republic","2010","All genders","Not applicable","Percent","3.39438"
"Czech Republic","2009","All genders","Not applicable","Percent","2.56808"
"Czech Republic","2008","All genders","Not applicable","Percent","2.05643"
"Czech Republic","2007","All genders","Not applicable","Percent","2.92714"
"Czech Republic","2006","All genders","Not applicable","Percent","2.42063"
"Czech Republic","2005","All genders","Not applicable","Percent","2.15978"
"Czech Republic","2004","All genders","Not applicable","Percent","2.168"
"Czech Republic","2003","All genders","Not applicable","Percent","2.80176"
"Czech Republic","2002","All genders","Not applicable","Percent","2.39701"
"Czech Republic","2001","All genders","Not applicable","Percent","3.21326"
"Czech Republic","2000","All genders","Not applicable","Percent","2.01149"
"Czech Republic","1999","All genders","Not applicable","Percent","2.12339"
"Democratic Republic of the Congo","2013","All genders","Not applicable","Percent","1.22695"
"Democratic Republic of the Congo","2010","All genders","Not applicable","Percent","9.15586"
"Denmark","2011","All genders","Not applicable","Percent","2.74288"
"Denmark","2010","All genders","Not applicable","Percent","3.05884"
"Denmark","2009","All genders","Not applicable","Percent","3.20295"
"Denmark","2008","All genders","Not applicable","Percent","3.16406"
"Denmark","2007","All genders","Not applicable","Percent","2.85904"
"Denmark","2006","All genders","Not applicable","Percent","3.25989"
"Denmark","2005","All genders","Not applicable","Percent","3.17496"
"Denmark","2004","All genders","Not applicable","Percent","3.23869"
"Denmark","2003","All genders","Not applicable","Percent","2.99499"
"Denmark","2002","All genders","Not applicable","Percent","1.94624"
"Denmark","2001","All genders","Not applicable","Percent","2.37948"
"Denmark","1998","All genders","Not applicable","Percent","3.42342"
"Dominica","2010","All genders","Not applicable","Percent","0"
"Dominica","2009","All genders","Not applicable","Percent","0"
"Dominica","1998","All genders","Not applicable","Percent","0"
"Dominican Republic","2002","All genders","Not applicable","Percent","19.77394"
"Dominican Republic","2001","All genders","Not applicable","Percent","23.39451"
"Ecuador","2012","All genders","Not applicable","Percent","1.70824"
"Ecuador","2011","All genders","Not applicable","Percent","1.4314"
"Ecuador","2010","All genders","Not applicable","Percent","4.97322"
"El Salvador","2011","All genders","Not applicable","Percent","12.7574"
"El Salvador","2010","All genders","Not applicable","Percent","6.93499"
"El Salvador","2009","All genders","Not applicable","Percent","3.87028"
"El Salvador","2008","All genders","Not applicable","Percent","7.77498"
"El Salvador","2007","All genders","Not applicable","Percent","8.17624"
"El Salvador","2006","All genders","Not applicable","Percent","11.58485"
"El Salvador","2005","All genders","Not applicable","Percent","0"
"El Salvador","2003","All genders","Not applicable","Percent","0"
"El Salvador","2002","All genders","Not applicable","Percent","0"
"El Salvador","2000","All genders","Not applicable","Percent","11.03179"
"Eritrea","2004","All genders","Not applicable","Percent","17.72788"
"Estonia","2012","All genders","Not applicable","Percent","0.41477"
"Estonia","2011","All genders","Not applicable","Percent","0.49863"
"Estonia","2010","All genders","Not applicable","Percent","0.49818"
"Estonia","2009","All genders","Not applicable","Percent","0.56341"
"Estonia","2008","All genders","Not applicable","Percent","0.52692"
"Estonia","2007","All genders","Not applicable","Percent","0.63555"
"Estonia","2005","All genders","Not applicable","Percent","0.72184"
"Estonia","2004","All genders","Not applicable","Percent","0.78414"
"Estonia","2003","All genders","Not applicable","Percent","0.49027"
"Estonia","2002","All genders","Not applicable","Percent","2.86213"
"Estonia","1998","All genders","Not applicable","Percent","10.82728"
"Ethiopia","2013","All genders","Not applicable","Percent","0"
"Ethiopia","2012","All genders","Not applicable","Percent","0"
"Ethiopia","2011","All genders","Not applicable","Percent","0"
"Ethiopia","2010","All genders","Not applicable","Percent","0"
"Ethiopia","2009","All genders","Not applicable","Percent","0"
"Fiji","2013","All genders","Not applicable","Percent","0"
"Fiji","2011","All genders","Not applicable","Percent","0"
"Fiji","2004","All genders","Not applicable","Percent","9.63939"
"Finland","2013","All genders","Not applicable","Percent","22.32457"
"Finland","2012","All genders","Not applicable","Percent","0"
"Finland","2011","All genders","Not applicable","Percent","0"
"Finland","2010","All genders","Not applicable","Percent","0"
"Finland","2009","All genders","Not applicable","Percent","0"
"Finland","2008","All genders","Not applicable","Percent","0"
"Finland","2007","All genders","Not applicable","Percent","0"
"Finland","2006","All genders","Not applicable","Percent","0"
"Finland","2005","All genders","Not applicable","Percent","0"
"Finland","2004","All genders","Not applicable","Percent","0"
"Finland","2002","All genders","Not applicable","Percent","0"
"Finland","2001","All genders","Not applicable","Percent","0"
"Finland","2000","All genders","Not applicable","Percent","0"
"Finland","1999","All genders","Not applicable","Percent","0"
"France","2012","All genders","Not applicable","Percent","0"
"France","2011","All genders","Not applicable","Percent","0"
"France","2010","All genders","Not applicable","Percent","0"
"France","2009","All genders","Not applicable","Percent","0"
"France","2008","All genders","Not applicable","Percent","0"
"France","2007","All genders","Not applicable","Percent","0"
"France","2006","All genders","Not applicable","Percent","0"
"France","2005","All genders","Not applicable","Percent","0"
"France","2004","All genders","Not applicable","Percent","0"
"France","2003","All genders","Not applicable","Percent","0.51167"
"France","2002","All genders","Not applicable","Percent","1.27426"
"France","2001","All genders","Not applicable","Percent","1.26857"
"France","1999","All genders","Not applicable","Percent","1.26727"
"Gabon","1998","All genders","Not applicable","Percent","16.37239"
"Gambia","2013","All genders","Not applicable","Percent","2.14304"
"Gambia","2012","All genders","Not applicable","Percent","2.29592"
"Gambia","2011","All genders","Not applicable","Percent","2.12004"
"Gambia","2010","All genders","Not applicable","Percent","2.42493"
"Gambia","2009","All genders","Not applicable","Percent","1.30894"
"Gambia","2008","All genders","Not applicable","Percent","1.39309"
"Georgia","2012","All genders","Not applicable","Percent","0"
"Georgia","2011","All genders","Not applicable","Percent","3.74631"
"Germany","2012","All genders","Not applicable","Percent","1.59476"
"Germany","2011","All genders","Not applicable","Percent","1.69331"
"Germany","2010","All genders","Not applicable","Percent","1.75681"
"Germany","2009","All genders","Not applicable","Percent","2.13311"
"Germany","2008","All genders","Not applicable","Percent","2.24785"
"Germany","2007","All genders","Not applicable","Percent","2.22308"
"Germany","2006","All genders","Not applicable","Percent","2.2045"
"Ghana","2013","All genders","Not applicable","Percent","0"
"Ghana","2012","All genders","Not applicable","Percent","0"
"Ghana","2011","All genders","Not applicable","Percent","10.66637"
"Ghana","2010","All genders","Not applicable","Percent","0.01707"
"Ghana","2009","All genders","Not applicable","Percent","0.01339"
"Ghana","2008","All genders","Not applicable","Percent","0.01439"
"Ghana","2007","All genders","Not applicable","Percent","0.02047"
"Ghana","2006","All genders","Not applicable","Percent","0.02068"
"Ghana","2005","All genders","Not applicable","Percent","0.01197"
"Ghana","2004","All genders","Not applicable","Percent","0.01909"
"Ghana","2001","All genders","Not applicable","Percent","0"
"Greece","2005","All genders","Not applicable","Percent","0"
"Greece","2004","All genders","Not applicable","Percent","3.5315"
"Greece","2002","All genders","Not applicable","Percent","6.09212"
"Greece","2001","All genders","Not applicable","Percent","8.45614"
"Grenada","2003","All genders","Not applicable","Percent","9.31343"
"Guatemala","2013","All genders","Not applicable","Percent","9.15111"
"Guatemala","2012","All genders","Not applicable","Percent","7.49856"
"Guatemala","2011","All genders","Not applicable","Percent","7.23395"
"Guatemala","2010","All genders","Not applicable","Percent","7.01888"
"Guatemala","2008","All genders","Not applicable","Percent","6.14681"
"Guatemala","2007","All genders","Not applicable","Percent","5.72075"
"Guatemala","2006","All genders","Not applicable","Percent","2.4481"
"Guinea","2013","All genders","Not applicable","Percent","0"
"Guinea","2012","All genders","Not applicable","Percent","0"
"Guinea","2011","All genders","Not applicable","Percent","0"
"Guinea","2010","All genders","Not applicable","Percent","0"
"Guinea","2009","All genders","Not applicable","Percent","0"
"Guinea-Bissau","2013","All genders","Not applicable","Percent","0"
"Guinea-Bissau","2012","All genders","Not applicable","Percent","0"
"Guinea-Bissau","2011","All genders","Not applicable","Percent","0"
"Guinea-Bissau","2010","All genders","Not applicable","Percent","0"
"Guyana","2012","All genders","Not applicable","Percent","14.85514"
"Guyana","2011","All genders","Not applicable","Percent","20.40135"
"Guyana","2010","All genders","Not applicable","Percent","17.1894"
"Guyana","2009","All genders","Not applicable","Percent","13.6639"
"Guyana","2007","All genders","Not applicable","Percent","15.59111"
"Guyana","2006","All genders","Not applicable","Percent","21.44801"
"Guyana","2004","All genders","Not applicable","Percent","24.85885"
"Guyana","2002","All genders","Not applicable","Percent","15.58168"
"Holy See","2015","All genders","Not applicable","Percent","0"
"Holy See","2014","All genders","Not applicable","Percent","0"
"Holy See","2013","All genders","Not applicable","Percent","0"
"Holy See","2012","All genders","Not applicable","Percent","0"
"Holy See","2011","All genders","Not applicable","Percent","0"
"Holy See","2010","All genders","Not applicable","Percent","0"
"Holy See","2009","All genders","Not applicable","Percent","0"
"Holy See","2008","All genders","Not applicable","Percent","0"
"Holy See","2007","All genders","Not applicable","Percent","0"
"Holy See","2006","All genders","Not applicable","Percent","0"
"Holy See","2005","All genders","Not applicable","Percent","0"
"Holy See","2004","All genders","Not applicable","Percent","0"
"Holy See","2003","All genders","Not applicable","Percent","0"
"Holy See","2002","All genders","Not applicable","Percent","0"
"Holy See","2001","All genders","Not applicable","Percent","0"
"Holy See","2000","All genders","Not applicable","Percent","0"
"Holy See","1999","All genders","Not applicable","Percent","0"
"Holy See","1998","All genders","Not applicable","Percent","0"
"Holy See","1997","All genders","Not applicable","Percent","0"
"Holy See","1996","All genders","Not applicable","Percent","0"
"Holy See","1995","All genders","Not applicable","Percent","0"
"Holy See","1994","All genders","Not applicable","Percent","0"
"Holy See","1993","All genders","Not applicable","Percent","0"
"Holy See","1992","All genders","Not applicable","Percent","0"
"Holy See","1991","All genders","Not applicable","Percent","0"
"Holy See","1990","All genders","Not applicable","Percent","0"
"Holy See","1989","All genders","Not applicable","Percent","0"
"Holy See","1988","All genders","Not applicable","Percent","0"
"Holy See","1987","All genders","Not applicable","Percent","0"
"Holy See","1986","All genders","Not applicable","Percent","0"
"Holy See","1985","All genders","Not applicable","Percent","0"
"Holy See","1984","All genders","Not applicable","Percent","0"
"Holy See","1983","All genders","Not applicable","Percent","0"
"Holy See","1982","All genders","Not applicable","Percent","0"
"Holy See","1981","All genders","Not applicable","Percent","0"
"Holy See","1980","All genders","Not applicable","Percent","0"
