"Reference Area","Time Period","Sex","Age group","Units of measurement","Observation Value"
"Australia","2006","Not applicable","Not applicable","Percent","17.78908"
"Australia","2005","Not applicable","Not applicable","Percent","15.9351"
"Australia","2000","Not applicable","Not applicable","Percent","13.97078"
"Austria","2013","Not applicable","Not applicable","Percent","27.52096"
"Austria","2012","Not applicable","Not applicable","Percent","26.96511"
"Austria","2011","Not applicable","Not applicable","Percent","29.56502"
"Austria","2010","Not applicable","Not applicable","Percent","28.55935"
"Austria","2009","Not applicable","Not applicable","Percent","29.47379"
"Austria","2008","Not applicable","Not applicable","Percent","26.46443"
"Austria","2007","Not applicable","Not applicable","Percent","25.5541"
"Austria","2006","Not applicable","Not applicable","Percent","25.83912"
"Austria","2005","Not applicable","Not applicable","Percent","25.50173"
"Austria","2004","Not applicable","Not applicable","Percent","26.68563"
"Austria","2003","Not applicable","Not applicable","Percent","27.98246"
"Austria","2002","Not applicable","Not applicable","Percent","27.05475"
"Austria","2001","Not applicable","Not applicable","Percent","27.1113"
"Austria","2000","Not applicable","Not applicable","Percent","27.21274"
"Austria","1999","Not applicable","Not applicable","Percent","29.35496"
"Austria","1998","Not applicable","Not applicable","Percent","29.0053"
"Bangladesh","2011","Not applicable","Not applicable","Percent","12.17035"
"Bangladesh","2010","Not applicable","Not applicable","Percent","12.90402"
"Bangladesh","2009","Not applicable","Not applicable","Percent","10.59873"
"Bangladesh","2008","Not applicable","Not applicable","Percent","11.88063"
"Bangladesh","2007","Not applicable","Not applicable","Percent","12.45425"
"Bangladesh","2006","Not applicable","Not applicable","Percent","12.90389"
"Bangladesh","2004","Not applicable","Not applicable","Percent","12.5874"
"Bangladesh","2003","Not applicable","Not applicable","Percent","11.59704"
"Bangladesh","2002","Not applicable","Not applicable","Percent","10.71027"
"Bangladesh","2000","Not applicable","Not applicable","Percent","9.56367"
"Bangladesh","1999","Not applicable","Not applicable","Percent","10.276"
"Barbados","2014","Not applicable","Not applicable","Percent","20.68489"
"Barbados","2010","Not applicable","Not applicable","Percent","24.8679"
"Barbados","2009","Not applicable","Not applicable","Percent","21.45625"
"Barbados","2008","Not applicable","Not applicable","Percent","20.18432"
"Barbados","2007","Not applicable","Not applicable","Percent","22.13324"
"Barbados","2005","Not applicable","Not applicable","Percent","22.4569"
"Barbados","2004","Not applicable","Not applicable","Percent","24.51005"
"Barbados","2003","Not applicable","Not applicable","Percent","27.77379"
"Barbados","2002","Not applicable","Not applicable","Percent","25.31409"
"Barbados","2001","Not applicable","Not applicable","Percent","25.18484"
"Barbados","2000","Not applicable","Not applicable","Percent","21.02062"
"Barbados","1999","Not applicable","Not applicable","Percent","17.34054"
"Belgium","2012","Not applicable","Not applicable","Percent","38.62728"
"Belgium","2011","Not applicable","Not applicable","Percent","37.57521"
"Belgium","2010","Not applicable","Not applicable","Percent","36.90833"
"Belgium","2009","Not applicable","Not applicable","Percent","37.02026"
"Belgium","2008","Not applicable","Not applicable","Percent","35.66027"
"Belgium","2007","Not applicable","Not applicable","Percent","32.31873"
"Belgium","2006","Not applicable","Not applicable","Percent","31.87614"
"Belgium","2005","Not applicable","Not applicable","Percent","31.98563"
"Belgium","2004","Not applicable","Not applicable","Percent","32.30594"
"Belgium","2003","Not applicable","Not applicable","Percent","22.02324"
"Belgium","2002","Not applicable","Not applicable","Percent","23.77057"
"Belgium","2001","Not applicable","Not applicable","Percent","23.15376"
"Belize","2013","Not applicable","Not applicable","Percent","21.70853"
"Belize","2012","Not applicable","Not applicable","Percent","23.04243"
"Belize","2010","Not applicable","Not applicable","Percent","26.07893"
"Belize","2009","Not applicable","Not applicable","Percent","23.49593"
"Belize","2008","Not applicable","Not applicable","Percent","22.0031"
"Belize","2006","Not applicable","Not applicable","Percent","20.64568"
"Belize","2005","Not applicable","Not applicable","Percent","20.47569"
"Belize","2004","Not applicable","Not applicable","Percent","19.20382"
"Belize","2000","Not applicable","Not applicable","Percent","16.35854"
"Belize","1999","Not applicable","Not applicable","Percent","17.9809"
"Benin","2014","Not applicable","Not applicable","Percent","13.59165"
"Benin","2013","Not applicable","Not applicable","Percent","14.31311"
"Benin","2005","Not applicable","Not applicable","Percent","22.39629"
"Benin","2004","Not applicable","Not applicable","Percent","23.12102"
"Benin","2003","Not applicable","Not applicable","Percent","20.5255"
"Benin","2002","Not applicable","Not applicable","Percent","18.53429"
"Benin","2001","Not applicable","Not applicable","Percent","22.67581"
"Benin","2000","Not applicable","Not applicable","Percent","22.50029"
"Bermuda","2014","Not applicable","Not applicable","Percent","12.55218"
"Bermuda","2010","Not applicable","Not applicable","Percent","17.8416"
"Bermuda","2005","Not applicable","Not applicable","Percent","14.02632"
"Bermuda","2004","Not applicable","Not applicable","Percent","12.34193"
"Bhutan","2014","Not applicable","Not applicable","Percent","36.06491"
"Bhutan","2013","Not applicable","Not applicable","Percent","34.32678"
"Bhutan","2011","Not applicable","Not applicable","Percent","31.66982"
"Bhutan","2010","Not applicable","Not applicable","Percent","27.14301"
"Bhutan","2009","Not applicable","Not applicable","Percent","34.57584"
"Bhutan","2008","Not applicable","Not applicable","Percent","37.17854"
"Bolivia","2013","Not applicable","Not applicable","Percent","19.4863"
"Bolivia","2012","Not applicable","Not applicable","Percent","19.79158"
"Bolivia","2011","Not applicable","Not applicable","Percent","19.04877"
"Bolivia","2010","Not applicable","Not applicable","Percent","18.72635"
"Bolivia","2009","Not applicable","Not applicable","Percent","19.43491"
"Bolivia","2008","Not applicable","Not applicable","Percent","16.62217"
"Bolivia","2006","Not applicable","Not applicable","Percent","14.37637"
"Bolivia","2003","Not applicable","Not applicable","Percent","13.02883"
"Bolivia","2002","Not applicable","Not applicable","Percent","12.66797"
"Bolivia","2001","Not applicable","Not applicable","Percent","10.26688"
"Bolivia","2000","Not applicable","Not applicable","Percent","9.61389"
"Bolivia","1999","Not applicable","Not applicable","Percent","11.7765"
"Bolivia","1998","Not applicable","Not applicable","Percent","12.0377"
"Botswana","2007","Not applicable","Not applicable","Percent","41.95067"
"Botswana","2005","Not applicable","Not applicable","Percent","45.28591"
"Brazil","2012","Not applicable","Not applicable","Percent","23.08776"
"Brazil","2011","Not applicable","Not applicable","Percent","22.19081"
"Brazil","2010","Not applicable","Not applicable","Percent","21.28335"
"Brazil","2009","Not applicable","Not applicable","Percent","20.32872"
"Brazil","2008","Not applicable","Not applicable","Percent","19.35474"
"Brazil","2007","Not applicable","Not applicable","Percent","17.88701"
"Brazil","2005","Not applicable","Not applicable","Percent","13.16344"
"Brazil","2004","Not applicable","Not applicable","Percent","11.56967"
"Brazil","2002","Not applicable","Not applicable","Percent","10.2139"
"British Virgin Islands","2010","Not applicable","Not applicable","Percent","20.47146"
"British Virgin Islands","2009","Not applicable","Not applicable","Percent","21.2671"
"British Virgin Islands","2007","Not applicable","Not applicable","Percent","19.10123"
"Brunei Darussalam","2014","Not applicable","Not applicable","Percent","11.58724"
"Brunei Darussalam","2010","Not applicable","Not applicable","Percent","7.70186"
"Bulgaria","2012","Not applicable","Not applicable","Percent","20.00802"
"Bulgaria","2011","Not applicable","Not applicable","Percent","20.88617"
"Bulgaria","2010","Not applicable","Not applicable","Percent","23.39252"
"Bulgaria","2009","Not applicable","Not applicable","Percent","23.40124"
"Bulgaria","2008","Not applicable","Not applicable","Percent","22.56775"
"Bulgaria","2007","Not applicable","Not applicable","Percent","19.37854"
"Bulgaria","2006","Not applicable","Not applicable","Percent","20.31647"
"Bulgaria","2005","Not applicable","Not applicable","Percent","21.34007"
"Bulgaria","2004","Not applicable","Not applicable","Percent","10.24107"
"Bulgaria","2003","Not applicable","Not applicable","Percent","19.79718"
"Bulgaria","2002","Not applicable","Not applicable","Percent","18.04764"
"Bulgaria","2001","Not applicable","Not applicable","Percent","18.30445"
"Bulgaria","1998","Not applicable","Not applicable","Percent","14.33341"
"Burkina Faso","2014","Not applicable","Not applicable","Percent","15.88868"
"Burkina Faso","2013","Not applicable","Not applicable","Percent","15.39196"
"Burkina Faso","2012","Not applicable","Not applicable","Percent","18.20188"
"Burkina Faso","2011","Not applicable","Not applicable","Percent","22.78503"
"Burkina Faso","2010","Not applicable","Not applicable","Percent","20.60366"
"Burkina Faso","2007","Not applicable","Not applicable","Percent","29.19777"
"Burkina Faso","2006","Not applicable","Not applicable","Percent","22.1898"
"Burkina Faso","2005","Not applicable","Not applicable","Percent","20.79332"
"Burundi","2013","Not applicable","Not applicable","Percent","30.96095"
"Burundi","2012","Not applicable","Not applicable","Percent","33.97024"
"Burundi","2011","Not applicable","Not applicable","Percent","42.15626"
"Burundi","2010","Not applicable","Not applicable","Percent","53.14894"
"Burundi","2009","Not applicable","Not applicable","Percent","49.74905"
"Burundi","2005","Not applicable","Not applicable","Percent","55.75609"
"Burundi","2004","Not applicable","Not applicable","Percent","55.50551"
"Burundi","2002","Not applicable","Not applicable","Percent","56.18119"
"Burundi","2001","Not applicable","Not applicable","Percent","56.74749"
"Cambodia","2001","Not applicable","Not applicable","Percent","6.07986"
"Cambodia","1998","Not applicable","Not applicable","Percent","10.87302"
"Cameroon","2012","Not applicable","Not applicable","Percent","19.69958"
"Cameroon","2011","Not applicable","Not applicable","Percent","20.01245"
"Cameroon","2009","Not applicable","Not applicable","Percent","29.50627"
"Cameroon","2008","Not applicable","Not applicable","Percent","27.75429"
"Cameroon","2007","Not applicable","Not applicable","Percent","34.44467"
"Cameroon","2006","Not applicable","Not applicable","Percent","40.02328"
"Cameroon","2005","Not applicable","Not applicable","Percent","37.53521"
"Canada","2011","Not applicable","Not applicable","Percent","18.32214"
"Cape Verde","2013","Not applicable","Not applicable","Percent","16.52055"
"Cape Verde","2011","Not applicable","Not applicable","Percent","14.92073"
"Cape Verde","2009","Not applicable","Not applicable","Percent","14.01273"
"Cape Verde","2008","Not applicable","Not applicable","Percent","15.7725"
"Cape Verde","2007","Not applicable","Not applicable","Percent","16.69589"
"Cape Verde","2006","Not applicable","Not applicable","Percent","19.62518"
"Cape Verde","2002","Not applicable","Not applicable","Percent","22.27776"
"Central African Republic","2009","Not applicable","Not applicable","Percent","16.11222"
"Chad","2011","Not applicable","Not applicable","Percent","21.2571"
"Chad","2010","Not applicable","Not applicable","Percent","15.01387"
"Chad","2009","Not applicable","Not applicable","Percent","17.87947"
"Chad","2005","Not applicable","Not applicable","Percent","24.68429"
"Chad","2004","Not applicable","Not applicable","Percent","25.02003"
"Chad","1998","Not applicable","Not applicable","Percent","29.36048"
"Chile","2013","Not applicable","Not applicable","Percent","15.11494"
"Chile","2012","Not applicable","Not applicable","Percent","18.06557"
"Chile","2011","Not applicable","Not applicable","Percent","15.21796"
"Chile","2010","Not applicable","Not applicable","Percent","15.24462"
"Chile","2009","Not applicable","Not applicable","Percent","16.45671"
"Chile","2008","Not applicable","Not applicable","Percent","15.04722"
"Chile","2007","Not applicable","Not applicable","Percent","12.63193"
"Chile","2006","Not applicable","Not applicable","Percent","11.631"
"Chile","2005","Not applicable","Not applicable","Percent","12.41896"
"Chile","2004","Not applicable","Not applicable","Percent","13.22876"
"Chile","2003","Not applicable","Not applicable","Percent","14.93378"
"Chile","2002","Not applicable","Not applicable","Percent","14.69805"
"Chile","2000","Not applicable","Not applicable","Percent","13.84829"
"Chile","1998","Not applicable","Not applicable","Percent","13.56663"
"China","1999","Not applicable","Not applicable","Percent","11.47498"
"Colombia","2014","Not applicable","Not applicable","Percent","17.33649"
"Colombia","2013","Not applicable","Not applicable","Percent","16.60683"
"Colombia","2012","Not applicable","Not applicable","Percent","14.96895"
"Colombia","2011","Not applicable","Not applicable","Percent","14.6258"
"Colombia","2010","Not applicable","Not applicable","Percent","15.19063"
"Colombia","2009","Not applicable","Not applicable","Percent","15.12292"
"Colombia","2008","Not applicable","Not applicable","Percent","14.79803"
"Colombia","2007","Not applicable","Not applicable","Percent","9.97885"
"Colombia","2006","Not applicable","Not applicable","Percent","11.01435"
"Colombia","2005","Not applicable","Not applicable","Percent","14.53828"
"Colombia","2004","Not applicable","Not applicable","Percent","15.35972"
"Colombia","2002","Not applicable","Not applicable","Percent","13.99416"
"Colombia","2000","Not applicable","Not applicable","Percent","13.14589"
"Colombia","1999","Not applicable","Not applicable","Percent","16.38531"
"Colombia","1998","Not applicable","Not applicable","Percent","14.31809"
"Comoros","2002","Not applicable","Not applicable","Percent","26.44766"
"Congo","2002","Not applicable","Not applicable","Percent","16.24086"
"Cook Islands","2013","Not applicable","Not applicable","Percent","10.21001"
"Cook Islands","2012","Not applicable","Not applicable","Percent","10.24706"
"Costa Rica","2014","Not applicable","Not applicable","Percent","24.24083"
"Costa Rica","2013","Not applicable","Not applicable","Percent","24.53902"
"Costa Rica","2012","Not applicable","Not applicable","Percent","24.73337"
"Costa Rica","2011","Not applicable","Not applicable","Percent","23.62985"
"Costa Rica","2010","Not applicable","Not applicable","Percent","23.58394"
"Costa Rica","2009","Not applicable","Not applicable","Percent","21.77428"
"Costa Rica","2008","Not applicable","Not applicable","Percent","18.1851"
"Costa Rica","2007","Not applicable","Not applicable","Percent","17.17427"
"Costa Rica","2006","Not applicable","Not applicable","Percent","16.1155"
"Costa Rica","2004","Not applicable","Not applicable","Percent","16.78477"
"Costa Rica","2002","Not applicable","Not applicable","Percent","22.7295"
"Costa Rica","2001","Not applicable","Not applicable","Percent","20.59102"
"Costa Rica","2000","Not applicable","Not applicable","Percent","18.89526"
"Costa Rica","1999","Not applicable","Not applicable","Percent","21.47092"
"Côte d'Ivoire","2014","Not applicable","Not applicable","Percent","27.41225"
"Côte d'Ivoire","1999","Not applicable","Not applicable","Percent","41.62273"
"Cuba","2010","Not applicable","Not applicable","Percent","52.23676"
"Cuba","2009","Not applicable","Not applicable","Percent","51.05686"
"Cuba","2008","Not applicable","Not applicable","Percent","53.88234"
"Cuba","2007","Not applicable","Not applicable","Percent","53.6666"
"Cuba","2006","Not applicable","Not applicable","Percent","42.75754"
"Cuba","2005","Not applicable","Not applicable","Percent","47.77034"
"Cuba","2004","Not applicable","Not applicable","Percent","44.19748"
"Cuba","2002","Not applicable","Not applicable","Percent","44.00604"
"Cuba","2001","Not applicable","Not applicable","Percent","40.53941"
"Cuba","2000","Not applicable","Not applicable","Percent","41.16318"
"Cuba","1999","Not applicable","Not applicable","Percent","37.11812"
"Cyprus","2011","Not applicable","Not applicable","Percent","38.29703"
"Cyprus","2010","Not applicable","Not applicable","Percent","37.33292"
"Cyprus","2009","Not applicable","Not applicable","Percent","37.83959"
"Cyprus","2008","Not applicable","Not applicable","Percent","35.02208"
"Cyprus","2007","Not applicable","Not applicable","Percent","32.87828"
"Cyprus","2006","Not applicable","Not applicable","Percent","32.53656"
"Cyprus","2005","Not applicable","Not applicable","Percent","32.70319"
"Cyprus","2004","Not applicable","Not applicable","Percent","31.68527"
"Cyprus","2003","Not applicable","Not applicable","Percent","34.19926"
"Cyprus","2002","Not applicable","Not applicable","Percent","31.2107"
"Cyprus","2001","Not applicable","Not applicable","Percent","28.33918"
"Cyprus","2000","Not applicable","Not applicable","Percent","27.5038"
"Cyprus","1999","Not applicable","Not applicable","Percent","26.40998"
"Czech Republic","2012","Not applicable","Not applicable","Percent","25.39289"
"Czech Republic","2011","Not applicable","Not applicable","Percent","23.90746"
"Czech Republic","2010","Not applicable","Not applicable","Percent","23.31763"
"Czech Republic","2009","Not applicable","Not applicable","Percent","23.32272"
"Czech Republic","2008","Not applicable","Not applicable","Percent","20.84054"
"Czech Republic","2007","Not applicable","Not applicable","Percent","20.24064"
"Czech Republic","2006","Not applicable","Not applicable","Percent","21.12957"
"Czech Republic","2005","Not applicable","Not applicable","Percent","20.94524"
"Czech Republic","2004","Not applicable","Not applicable","Percent","21.16224"
"Czech Republic","2003","Not applicable","Not applicable","Percent","21.37225"
"Czech Republic","2002","Not applicable","Not applicable","Percent","20.65107"
"Czech Republic","2001","Not applicable","Not applicable","Percent","19.28939"
"Czech Republic","2000","Not applicable","Not applicable","Percent","19.50284"
"Czech Republic","1999","Not applicable","Not applicable","Percent","20.14583"
"Czech Republic","1998","Not applicable","Not applicable","Percent","18.90037"
"Democratic Republic of the Congo","2013","Not applicable","Not applicable","Percent","5.85319"
"Democratic Republic of the Congo","2010","Not applicable","Not applicable","Percent","10.22962"
"Denmark","2011","Not applicable","Not applicable","Percent","29.4436"
"Denmark","2010","Not applicable","Not applicable","Percent","32.73164"
"Denmark","2009","Not applicable","Not applicable","Percent","32.02684"
"Denmark","2008","Not applicable","Not applicable","Percent","30.51287"
"Denmark","2007","Not applicable","Not applicable","Percent","31.33791"
"Denmark","2006","Not applicable","Not applicable","Percent","33.5209"
"Denmark","2005","Not applicable","Not applicable","Percent","34.24398"
"Denmark","2004","Not applicable","Not applicable","Percent","34.46099"
"Denmark","2003","Not applicable","Not applicable","Percent","33.90777"
"Denmark","2002","Not applicable","Not applicable","Percent","34.84693"
"Denmark","2001","Not applicable","Not applicable","Percent","33.88396"
"Denmark","2000","Not applicable","Not applicable","Percent","37.21645"
"Denmark","1999","Not applicable","Not applicable","Percent","37.26456"
"Denmark","1998","Not applicable","Not applicable","Percent","37.16649"
"Djibouti","2008","Not applicable","Not applicable","Percent","30.81006"
"Dominica","2010","Not applicable","Not applicable","Percent","15.24068"
"Dominica","2009","Not applicable","Not applicable","Percent","13.83388"
"Dominica","2008","Not applicable","Not applicable","Percent","14.92204"
"Dominica","2007","Not applicable","Not applicable","Percent","12.49888"
"Dominican Republic","2014","Not applicable","Not applicable","Percent","14.42584"
"Dominican Republic","2013","Not applicable","Not applicable","Percent","14.35998"
"Dominican Republic","2012","Not applicable","Not applicable","Percent","8.14344"
"Dominican Republic","2011","Not applicable","Not applicable","Percent","6.63709"
"Dominican Republic","2010","Not applicable","Not applicable","Percent","6.45818"
"Dominican Republic","2009","Not applicable","Not applicable","Percent","6.93005"
"Dominican Republic","2008","Not applicable","Not applicable","Percent","6.01114"
"Dominican Republic","2007","Not applicable","Not applicable","Percent","3.80251"
"Dominican Republic","2005","Not applicable","Not applicable","Percent","4.96038"
"Dominican Republic","2004","Not applicable","Not applicable","Percent","3.27084"
"Ecuador","2014","Not applicable","Not applicable","Percent","6.2705"
"Ecuador","2013","Not applicable","Not applicable","Percent","17.96804"
"Ecuador","2012","Not applicable","Not applicable","Percent","14.43762"
"Ecuador","2011","Not applicable","Not applicable","Percent","17.01001"
"Ecuador","2010","Not applicable","Not applicable","Percent","14.32331"
"Ecuador","2000","Not applicable","Not applicable","Percent","5.36367"
"Ecuador","1999","Not applicable","Not applicable","Percent","8.29117"
"El Salvador","2010","Not applicable","Not applicable","Percent","10.97885"
"El Salvador","2009","Not applicable","Not applicable","Percent","12.36625"
"El Salvador","2008","Not applicable","Not applicable","Percent","9.18421"
"El Salvador","2007","Not applicable","Not applicable","Percent","9.20011"
"El Salvador","2006","Not applicable","Not applicable","Percent","7.82608"
"El Salvador","2005","Not applicable","Not applicable","Percent","9.01745"
"El Salvador","2003","Not applicable","Not applicable","Percent","8.75817"
"El Salvador","2002","Not applicable","Not applicable","Percent","9.43064"
"El Salvador","2000","Not applicable","Not applicable","Percent","7.30173"
"El Salvador","1998","Not applicable","Not applicable","Percent","7.78561"
"Eritrea","2004","Not applicable","Not applicable","Percent","13.90941"
"Eritrea","2002","Not applicable","Not applicable","Percent","30.95586"
"Eritrea","2001","Not applicable","Not applicable","Percent","32.75657"
"Estonia","2012","Not applicable","Not applicable","Percent","26.53419"
"Estonia","2011","Not applicable","Not applicable","Percent","26.74647"
"Estonia","2010","Not applicable","Not applicable","Percent","30.97333"
"Estonia","2009","Not applicable","Not applicable","Percent","32.12688"
"Estonia","2008","Not applicable","Not applicable","Percent","28.77094"
"Estonia","2007","Not applicable","Not applicable","Percent","22.93953"
"Estonia","2005","Not applicable","Not applicable","Percent","23.0491"
"Estonia","2004","Not applicable","Not applicable","Percent","24.89155"
"Estonia","2003","Not applicable","Not applicable","Percent","26.1663"
"Estonia","2002","Not applicable","Not applicable","Percent","25.05492"
"Estonia","2001","Not applicable","Not applicable","Percent","25.15529"
"Estonia","1999","Not applicable","Not applicable","Percent","27.16098"
"Estonia","1998","Not applicable","Not applicable","Percent","22.27547"
"Ethiopia","2012","Not applicable","Not applicable","Percent","26.72371"
"Ethiopia","2011","Not applicable","Not applicable","Percent","27.07046"
"Ethiopia","2010","Not applicable","Not applicable","Percent","22.80955"
"Ethiopia","2009","Not applicable","Not applicable","Percent","23.02054"
"Fiji","2011","Not applicable","Not applicable","Percent","5.71884"
"Fiji","2004","Not applicable","Not applicable","Percent","16.1202"
"Finland","2013","Not applicable","Not applicable","Percent","10.83696"
"Finland","2011","Not applicable","Not applicable","Percent","34.70223"
"Finland","2010","Not applicable","Not applicable","Percent","34.8965"
"Finland","2009","Not applicable","Not applicable","Percent","34.36908"
"Finland","2008","Not applicable","Not applicable","Percent","30.83062"
"Finland","2007","Not applicable","Not applicable","Percent","29.59148"
"Finland","2006","Not applicable","Not applicable","Percent","30.50341"
"Finland","2005","Not applicable","Not applicable","Percent","30.83827"
"Finland","2004","Not applicable","Not applicable","Percent","31.06666"
"Finland","2003","Not applicable","Not applicable","Percent","25.99888"
"Finland","2002","Not applicable","Not applicable","Percent","25.32816"
"Finland","2001","Not applicable","Not applicable","Percent","24.30857"
"Finland","2000","Not applicable","Not applicable","Percent","23.22704"
"Finland","1999","Not applicable","Not applicable","Percent","24.93597"
"France","2012","Not applicable","Not applicable","Percent","26.88365"
"France","2011","Not applicable","Not applicable","Percent","27.16627"
"France","2010","Not applicable","Not applicable","Percent","28.33783"
"France","2009","Not applicable","Not applicable","Percent","28.66577"
"France","2008","Not applicable","Not applicable","Percent","26.99989"
"France","2007","Not applicable","Not applicable","Percent","26.55656"
"France","2006","Not applicable","Not applicable","Percent","27.12291"
"France","2005","Not applicable","Not applicable","Percent","27.12708"
"France","2004","Not applicable","Not applicable","Percent","29.1822"
"France","2003","Not applicable","Not applicable","Percent","29.75849"
"France","2002","Not applicable","Not applicable","Percent","28.39384"
"France","2001","Not applicable","Not applicable","Percent","28.19174"
"France","2000","Not applicable","Not applicable","Percent","28.28093"
"France","1999","Not applicable","Not applicable","Percent","28.68252"
"Gambia","2010","Not applicable","Not applicable","Percent","13.22771"
"Gambia","2009","Not applicable","Not applicable","Percent","12.30182"
"Gambia","2008","Not applicable","Not applicable","Percent","13.89693"
"Georgia","2008","Not applicable","Not applicable","Percent","15.49384"
"Germany","2012","Not applicable","Not applicable","Percent","23.19104"
"Germany","2011","Not applicable","Not applicable","Percent","23.27444"
"Germany","2010","Not applicable","Not applicable","Percent","23.88146"
"Germany","2009","Not applicable","Not applicable","Percent","23.85787"
"Germany","2008","Not applicable","Not applicable","Percent","21.07791"
"Germany","2007","Not applicable","Not applicable","Percent","21.09132"
"Germany","2006","Not applicable","Not applicable","Percent","20.29257"
"Germany","1998","Not applicable","Not applicable","Percent","20.10304"
"Ghana","2013","Not applicable","Not applicable","Percent","32.45738"
"Ghana","2012","Not applicable","Not applicable","Percent","38.40289"
"Ghana","2011","Not applicable","Not applicable","Percent","25.84195"
"Ghana","2009","Not applicable","Not applicable","Percent","26.10509"
"Ghana","2008","Not applicable","Not applicable","Percent","26.22428"
"Ghana","2007","Not applicable","Not applicable","Percent","26.76708"
"Ghana","2006","Not applicable","Not applicable","Percent","29.58241"
"Ghana","2005","Not applicable","Not applicable","Percent","37.67226"
"Ghana","2004","Not applicable","Not applicable","Percent","41.98671"
"Ghana","2001","Not applicable","Not applicable","Percent","39.72213"
"Greece","2005","Not applicable","Not applicable","Percent","20.85934"
"Greece","2004","Not applicable","Not applicable","Percent","19.60253"
"Greece","2003","Not applicable","Not applicable","Percent","19.29544"
"Greece","2002","Not applicable","Not applicable","Percent","16.96525"
"Greece","2001","Not applicable","Not applicable","Percent","17.53272"
"Greece","2000","Not applicable","Not applicable","Percent","19.36104"
"Greece","1999","Not applicable","Not applicable","Percent","14.60184"
"Greece","1998","Not applicable","Not applicable","Percent","13.09178"
"Grenada","2003","Not applicable","Not applicable","Percent","9.65223"
"Guatemala","2013","Not applicable","Not applicable","Percent","5.50199"
"Guatemala","2012","Not applicable","Not applicable","Percent","5.2122"
"Guatemala","2011","Not applicable","Not applicable","Percent","4.94811"
"Guatemala","2010","Not applicable","Not applicable","Percent","5.6528"
"Guatemala","2008","Not applicable","Not applicable","Percent","6.37879"
"Guatemala","2007","Not applicable","Not applicable","Percent","6.11558"
"Guatemala","2006","Not applicable","Not applicable","Percent","5.0273"
"Guatemala","2005","Not applicable","Not applicable","Percent","4.50145"
"Guatemala","2004","Not applicable","Not applicable","Percent","4.41505"
"Guatemala","2002","Not applicable","Not applicable","Percent","4.15311"
