"Reference Area","Time Period","Sex","Age group","Units of measurement","Observation Value"
"Bangladesh","1999","All genders","Not applicable","Percent","0"
"Barbados","2008","All genders","Not applicable","Percent","0.4023"
"Barbados","2005","All genders","Not applicable","Percent","6.35453"
"Barbados","2004","All genders","Not applicable","Percent","5.6998"
"Barbados","2003","All genders","Not applicable","Percent","6.62884"
"Barbados","2002","All genders","Not applicable","Percent","6.41717"
"Barbados","2001","All genders","Not applicable","Percent","5.87664"
"Barbados","2000","All genders","Not applicable","Percent","5.78938"
"Barbados","1999","All genders","Not applicable","Percent","5.02149"
"Belarus","2011","All genders","Not applicable","Percent","21.33119"
"Belarus","2010","All genders","Not applicable","Percent","20.11403"
"Belarus","2009","All genders","Not applicable","Percent","21.31047"
"Belarus","2007","All genders","Not applicable","Percent","19.54821"
"Belarus","2006","All genders","Not applicable","Percent","17.25156"
"Belarus","2005","All genders","Not applicable","Percent","17.83602"
"Belarus","2004","All genders","Not applicable","Percent","18.52209"
"Belgium","2011","All genders","Not applicable","Percent","9.4384"
"Belgium","2010","All genders","Not applicable","Percent","9.39838"
"Belgium","2009","All genders","Not applicable","Percent","9.06825"
"Belgium","2008","All genders","Not applicable","Percent","9.03231"
"Belgium","2007","All genders","Not applicable","Percent","9.43858"
"Belgium","2006","All genders","Not applicable","Percent","9.40961"
"Belgium","2005","All genders","Not applicable","Percent","9.49042"
"Belgium","2004","All genders","Not applicable","Percent","9.58083"
"Belize","2013","All genders","Not applicable","Percent","1.11105"
"Belize","2004","All genders","Not applicable","Percent","0.52285"
"Belize","2000","All genders","Not applicable","Percent","0.10617"
"Benin","2014","All genders","Not applicable","Percent","4.25644"
"Benin","2013","All genders","Not applicable","Percent","2.52632"
"Benin","2012","All genders","Not applicable","Percent","2.11767"
"Benin","2010","All genders","Not applicable","Percent","2.38837"
"Benin","2009","All genders","Not applicable","Percent","1.41344"
"Benin","2008","All genders","Not applicable","Percent","1.28663"
"Benin","2007","All genders","Not applicable","Percent","1.66227"
"Benin","2006","All genders","Not applicable","Percent","1.64895"
"Benin","2001","All genders","Not applicable","Percent","1.49592"
"Benin","2000","All genders","Not applicable","Percent","1.35355"
"Bermuda","2010","All genders","Not applicable","Percent","8.67918"
"Bermuda","1998","All genders","Not applicable","Percent","7.05809"
"Bhutan","2011","All genders","Not applicable","Percent","0"
"Bhutan","2010","All genders","Not applicable","Percent","0"
"Bhutan","2009","All genders","Not applicable","Percent","0"
"Bhutan","2008","All genders","Not applicable","Percent","0"
"Bhutan","2005","All genders","Not applicable","Percent","0"
"Bhutan","2004","All genders","Not applicable","Percent","0"
"Bolivia","2014","All genders","Not applicable","Percent","4.52496"
"Bolivia","2011","All genders","Not applicable","Percent","3.95553"
"Bolivia","2010","All genders","Not applicable","Percent","2.94903"
"Bolivia","2009","All genders","Not applicable","Percent","2.83849"
"Bolivia","2008","All genders","Not applicable","Percent","2.69882"
"Bolivia","2003","All genders","Not applicable","Percent","3.4229"
"Bolivia","2002","All genders","Not applicable","Percent","3.21244"
"Bolivia","2001","All genders","Not applicable","Percent","3.09527"
"Bolivia","2000","All genders","Not applicable","Percent","4.12384"
"Bolivia","1999","All genders","Not applicable","Percent","3.16966"
"Bolivia","1998","All genders","Not applicable","Percent","2.99048"
"Botswana","2009","All genders","Not applicable","Percent","0.00255"
"Botswana","2007","All genders","Not applicable","Percent","0"
"Botswana","2005","All genders","Not applicable","Percent","0"
"Brazil","2012","All genders","Not applicable","Percent","10.30246"
"Brazil","2011","All genders","Not applicable","Percent","8.87396"
"Brazil","2010","All genders","Not applicable","Percent","7.46966"
"Brazil","2009","All genders","Not applicable","Percent","6.86787"
"Brazil","2008","All genders","Not applicable","Percent","7.46036"
"Brazil","2007","All genders","Not applicable","Percent","7.78758"
"Brazil","2006","All genders","Not applicable","Percent","7.28456"
"Brazil","2005","All genders","Not applicable","Percent","7.95527"
"Brazil","2004","All genders","Not applicable","Percent","8.40389"
"Brazil","2002","All genders","Not applicable","Percent","8.03326"
"Brazil","2001","All genders","Not applicable","Percent","8.55809"
"Brazil","2000","All genders","Not applicable","Percent","8.3936"
"Brazil","1999","All genders","Not applicable","Percent","9.00321"
"British Virgin Islands","2010","All genders","Not applicable","Percent","0.06093"
"British Virgin Islands","2009","All genders","Not applicable","Percent","0.05838"
"British Virgin Islands","2007","All genders","Not applicable","Percent","0.05912"
"British Virgin Islands","2006","All genders","Not applicable","Percent","0.05485"
"British Virgin Islands","2005","All genders","Not applicable","Percent","0.08524"
"British Virgin Islands","2001","All genders","Not applicable","Percent","0.0933"
"Brunei Darussalam","2010","All genders","Not applicable","Percent","0"
"Bulgaria","2012","All genders","Not applicable","Percent","24.12077"
"Bulgaria","2011","All genders","Not applicable","Percent","22.55265"
"Bulgaria","2010","All genders","Not applicable","Percent","22.03549"
"Bulgaria","2009","All genders","Not applicable","Percent","21.30952"
"Bulgaria","2008","All genders","Not applicable","Percent","19.15269"
"Bulgaria","2007","All genders","Not applicable","Percent","20.12554"
"Bulgaria","2006","All genders","Not applicable","Percent","18.83727"
"Bulgaria","2005","All genders","Not applicable","Percent","17.75221"
"Bulgaria","2004","All genders","Not applicable","Percent","19.3952"
"Bulgaria","2003","All genders","Not applicable","Percent","16.6216"
"Bulgaria","2002","All genders","Not applicable","Percent","18.00181"
"Bulgaria","2001","All genders","Not applicable","Percent","16.48048"
"Bulgaria","1998","All genders","Not applicable","Percent","19.31578"
"Burkina Faso","2014","All genders","Not applicable","Percent","0.03775"
"Burkina Faso","2013","All genders","Not applicable","Percent","0.0125"
"Burkina Faso","2012","All genders","Not applicable","Percent","0.00779"
"Burkina Faso","2011","All genders","Not applicable","Percent","0.00483"
"Burkina Faso","2010","All genders","Not applicable","Percent","0"
"Burkina Faso","2006","All genders","Not applicable","Percent","0.18695"
"Burkina Faso","2005","All genders","Not applicable","Percent","0.19647"
"Burundi","2012","All genders","Not applicable","Percent","0.02713"
"Burundi","2011","All genders","Not applicable","Percent","0.02428"
"Burundi","2010","All genders","Not applicable","Percent","0.02502"
"Burundi","2009","All genders","Not applicable","Percent","0.0328"
"Burundi","2008","All genders","Not applicable","Percent","0.02461"
"Burundi","2002","All genders","Not applicable","Percent","0.24164"
"Burundi","2001","All genders","Not applicable","Percent","0.25808"
"Burundi","1999","All genders","Not applicable","Percent","0.24623"
"Cambodia","2001","All genders","Not applicable","Percent","1.14978"
"Cambodia","2000","All genders","Not applicable","Percent","2.5514"
"Cambodia","1998","All genders","Not applicable","Percent","2.92031"
"Cameroon","2013","All genders","Not applicable","Percent","4.13985"
"Cameroon","2008","All genders","Not applicable","Percent","4.26994"
"Cameroon","2007","All genders","Not applicable","Percent","0"
"Cameroon","2006","All genders","Not applicable","Percent","0"
"Cameroon","2005","All genders","Not applicable","Percent","0"
"Canada","1998","All genders","Not applicable","Percent","4.02249"
"Cape Verde","2008","All genders","Not applicable","Percent","0.34538"
"Cape Verde","2007","All genders","Not applicable","Percent","0"
"Cape Verde","2006","All genders","Not applicable","Percent","0.32412"
"Central African Republic","2010","All genders","Not applicable","Percent","2.34159"
"Central African Republic","2007","All genders","Not applicable","Percent","1.72774"
"Central African Republic","2006","All genders","Not applicable","Percent","1.02559"
"Chad","2010","All genders","Not applicable","Percent","0.38089"
"Chad","2009","All genders","Not applicable","Percent","0.07324"
"Chad","2005","All genders","Not applicable","Percent","0"
"Chad","2004","All genders","Not applicable","Percent","0"
"Chile","2013","All genders","Not applicable","Percent","14.65488"
"Chile","2012","All genders","Not applicable","Percent","13.26138"
"Chile","2011","All genders","Not applicable","Percent","12.2443"
"Chile","2010","All genders","Not applicable","Percent","12.56404"
"Chile","2009","All genders","Not applicable","Percent","10.42076"
"Chile","2007","All genders","Not applicable","Percent","10.58135"
"Chile","2006","All genders","Not applicable","Percent","10.68943"
"Chile","2005","All genders","Not applicable","Percent","9.48856"
"Chile","2004","All genders","Not applicable","Percent","9.54335"
"Chile","2003","All genders","Not applicable","Percent","9.29052"
"Chile","2002","All genders","Not applicable","Percent","9.44516"
"Chile","2000","All genders","Not applicable","Percent","8.83779"
"China","1999","All genders","Not applicable","Percent","1.48884"
"Colombia","2014","All genders","Not applicable","Percent","5.6117"
"Colombia","2012","All genders","Not applicable","Percent","5.95646"
"Colombia","2011","All genders","Not applicable","Percent","6.06268"
"Colombia","2009","All genders","Not applicable","Percent","5.69569"
"Colombia","2005","All genders","Not applicable","Percent","2.64956"
"Colombia","2004","All genders","Not applicable","Percent","2.69577"
"Congo","2005","All genders","Not applicable","Percent","2.91852"
"Congo","2002","All genders","Not applicable","Percent","0.86777"
"Cook Islands","2000","All genders","Not applicable","Percent","7.22599"
"Cook Islands","1999","All genders","Not applicable","Percent","7.00001"
"Costa Rica","2004","All genders","Not applicable","Percent","9.7736"
"Costa Rica","2002","All genders","Not applicable","Percent","8.48353"
"Costa Rica","2001","All genders","Not applicable","Percent","7.32428"
"Costa Rica","2000","All genders","Not applicable","Percent","5.26153"
"Costa Rica","1999","All genders","Not applicable","Percent","5.63669"
"Côte d'Ivoire","2014","All genders","Not applicable","Percent","2.87905"
"Côte d'Ivoire","1999","All genders","Not applicable","Percent","0"
"Côte d'Ivoire","1998","All genders","Not applicable","Percent","0.06316"
"Croatia","2011","All genders","Not applicable","Percent","14.02012"
"Croatia","2010","All genders","Not applicable","Percent","14.4566"
"Croatia","2009","All genders","Not applicable","Percent","14.12294"
"Croatia","2008","All genders","Not applicable","Percent","12.00921"
"Croatia","2007","All genders","Not applicable","Percent","12.7321"
"Croatia","2004","All genders","Not applicable","Percent","9.72301"
"Croatia","2003","All genders","Not applicable","Percent","9.80555"
"Croatia","2002","All genders","Not applicable","Percent","10.43647"
"Cuba","2010","All genders","Not applicable","Percent","6.85939"
"Cuba","2009","All genders","Not applicable","Percent","6.48905"
"Cuba","2008","All genders","Not applicable","Percent","6.92706"
"Cuba","2007","All genders","Not applicable","Percent","8.21249"
"Cuba","2006","All genders","Not applicable","Percent","8.5527"
"Cuba","2005","All genders","Not applicable","Percent","8.72062"
"Cuba","2004","All genders","Not applicable","Percent","9.05846"
"Cuba","2002","All genders","Not applicable","Percent","9.03405"
"Cuba","2001","All genders","Not applicable","Percent","8.20107"
"Cuba","2000","All genders","Not applicable","Percent","9.87372"
"Cyprus","2011","All genders","Not applicable","Percent","5.63552"
"Cyprus","2010","All genders","Not applicable","Percent","5.18621"
"Cyprus","2008","All genders","Not applicable","Percent","4.96543"
"Cyprus","2007","All genders","Not applicable","Percent","4.80977"
"Cyprus","2006","All genders","Not applicable","Percent","5.18486"
"Cyprus","2005","All genders","Not applicable","Percent","5.26497"
"Cyprus","2004","All genders","Not applicable","Percent","5.38901"
"Cyprus","2003","All genders","Not applicable","Percent","5.52085"
"Cyprus","2002","All genders","Not applicable","Percent","6.41399"
"Cyprus","2001","All genders","Not applicable","Percent","6.09681"
"Cyprus","1999","All genders","Not applicable","Percent","4.01366"
"Czech Republic","2012","All genders","Not applicable","Percent","11.67176"
"Czech Republic","2011","All genders","Not applicable","Percent","10.98635"
"Czech Republic","2010","All genders","Not applicable","Percent","10.75123"
"Czech Republic","2009","All genders","Not applicable","Percent","10.65216"
"Czech Republic","2008","All genders","Not applicable","Percent","9.90603"
"Czech Republic","2007","All genders","Not applicable","Percent","9.51393"
"Czech Republic","2006","All genders","Not applicable","Percent","8.99569"
"Czech Republic","2005","All genders","Not applicable","Percent","10.00737"
"Czech Republic","2004","All genders","Not applicable","Percent","9.45156"
"Czech Republic","2003","All genders","Not applicable","Percent","9.47649"
"Czech Republic","2002","All genders","Not applicable","Percent","10.24169"
"Czech Republic","2001","All genders","Not applicable","Percent","10.15459"
"Czech Republic","2000","All genders","Not applicable","Percent","11.02106"
"Czech Republic","1999","All genders","Not applicable","Percent","11.46015"
"Democratic Republic of the Congo","2013","All genders","Not applicable","Percent","1.22406"
"Democratic Republic of the Congo","2010","All genders","Not applicable","Percent","0.70737"
"Denmark","2011","All genders","Not applicable","Percent","16.4942"
"Denmark","2010","All genders","Not applicable","Percent","11.85086"
"Denmark","2009","All genders","Not applicable","Percent","11.4832"
"Denmark","2008","All genders","Not applicable","Percent","8.70217"
"Denmark","2007","All genders","Not applicable","Percent","8.55396"
"Denmark","2006","All genders","Not applicable","Percent","7.8371"
"Denmark","2005","All genders","Not applicable","Percent","8.74623"
"Denmark","2004","All genders","Not applicable","Percent","9.38572"
"Denmark","2003","All genders","Not applicable","Percent","9.07754"
"Denmark","2002","All genders","Not applicable","Percent","8.77009"
"Denmark","2001","All genders","Not applicable","Percent","8.93019"
"Denmark","1998","All genders","Not applicable","Percent","11.66148"
"Djibouti","2010","All genders","Not applicable","Percent","0"
"Djibouti","2008","All genders","Not applicable","Percent","0"
"Dominica","1998","All genders","Not applicable","Percent","0.14874"
"Dominican Republic","2001","All genders","Not applicable","Percent","0.01873"
"Ecuador","2012","All genders","Not applicable","Percent","4.89539"
"Ecuador","2011","All genders","Not applicable","Percent","4.9625"
"Ecuador","2010","All genders","Not applicable","Percent","3.02051"
"El Salvador","2011","All genders","Not applicable","Percent","8.35933"
"El Salvador","2010","All genders","Not applicable","Percent","7.93986"
"El Salvador","2009","All genders","Not applicable","Percent","9.54455"
"El Salvador","2008","All genders","Not applicable","Percent","9.3612"
"El Salvador","2007","All genders","Not applicable","Percent","10.12249"
"El Salvador","2006","All genders","Not applicable","Percent","8.28979"
"El Salvador","2005","All genders","Not applicable","Percent","8.70858"
"El Salvador","2003","All genders","Not applicable","Percent","8.81771"
"El Salvador","2002","All genders","Not applicable","Percent","8.55378"
"El Salvador","1998","All genders","Not applicable","Percent","9.48561"
"Eritrea","2004","All genders","Not applicable","Percent","0"
"Estonia","2012","All genders","Not applicable","Percent","9.36004"
"Estonia","2011","All genders","Not applicable","Percent","8.56308"
"Estonia","2010","All genders","Not applicable","Percent","8.03006"
"Estonia","2009","All genders","Not applicable","Percent","8.03971"
"Estonia","2008","All genders","Not applicable","Percent","8.75907"
"Estonia","2007","All genders","Not applicable","Percent","7.41807"
"Estonia","2005","All genders","Not applicable","Percent","7.08946"
"Estonia","2004","All genders","Not applicable","Percent","5.47418"
"Estonia","2003","All genders","Not applicable","Percent","4.99464"
"Estonia","2002","All genders","Not applicable","Percent","5.07853"
"Estonia","1998","All genders","Not applicable","Percent","17.36583"
"Ethiopia","2013","All genders","Not applicable","Percent","0.40764"
"Ethiopia","2012","All genders","Not applicable","Percent","0.35492"
"Ethiopia","2011","All genders","Not applicable","Percent","0.03744"
"Ethiopia","2010","All genders","Not applicable","Percent","0.05135"
"Ethiopia","2009","All genders","Not applicable","Percent","0.07267"
"Fiji","2011","All genders","Not applicable","Percent","0.39598"
"Fiji","2004","All genders","Not applicable","Percent","0.19729"
"Finland","2013","All genders","Not applicable","Percent","10.70231"
"Finland","2012","All genders","Not applicable","Percent","10.43254"
"Finland","2011","All genders","Not applicable","Percent","6.1119"
"Finland","2010","All genders","Not applicable","Percent","5.95557"
"Finland","2009","All genders","Not applicable","Percent","6.03706"
"Finland","2008","All genders","Not applicable","Percent","5.8981"
"Finland","2007","All genders","Not applicable","Percent","5.84754"
"Finland","2006","All genders","Not applicable","Percent","5.7508"
"Finland","2005","All genders","Not applicable","Percent","5.71687"
"Finland","2004","All genders","Not applicable","Percent","5.60731"
"Finland","2002","All genders","Not applicable","Percent","5.56555"
"Finland","2001","All genders","Not applicable","Percent","5.49975"
"Finland","2000","All genders","Not applicable","Percent","5.77564"
"Finland","1999","All genders","Not applicable","Percent","5.45688"
"France","2012","All genders","Not applicable","Percent","12.15769"
"France","2011","All genders","Not applicable","Percent","11.72743"
"France","2010","All genders","Not applicable","Percent","11.65587"
"France","2009","All genders","Not applicable","Percent","11.67052"
"France","2008","All genders","Not applicable","Percent","11.37819"
"France","2007","All genders","Not applicable","Percent","11.59042"
"France","2006","All genders","Not applicable","Percent","11.54279"
"France","2005","All genders","Not applicable","Percent","11.62409"
"France","2004","All genders","Not applicable","Percent","11.8657"
"France","2003","All genders","Not applicable","Percent","11.51639"
"France","2002","All genders","Not applicable","Percent","11.75456"
"France","2001","All genders","Not applicable","Percent","11.69124"
"France","1999","All genders","Not applicable","Percent","11.63719"
"Gabon","1998","All genders","Not applicable","Percent","6.63711"
"Gambia","2013","All genders","Not applicable","Percent","0"
"Gambia","2012","All genders","Not applicable","Percent","0"
"Gambia","2011","All genders","Not applicable","Percent","0"
"Gambia","2010","All genders","Not applicable","Percent","0"
"Gambia","2009","All genders","Not applicable","Percent","0"
"Gambia","2008","All genders","Not applicable","Percent","0"
"Georgia","2011","All genders","Not applicable","Percent","14.87191"
"Germany","2012","All genders","Not applicable","Percent","8.33432"
"Germany","2011","All genders","Not applicable","Percent","9.20534"
"Germany","2010","All genders","Not applicable","Percent","8.77078"
"Germany","2009","All genders","Not applicable","Percent","8.58091"
"Germany","2008","All genders","Not applicable","Percent","8.65293"
"Germany","2007","All genders","Not applicable","Percent","8.2982"
"Germany","2006","All genders","Not applicable","Percent","8.30506"
"Ghana","2013","All genders","Not applicable","Percent","6.69758"
"Ghana","2012","All genders","Not applicable","Percent","8.59889"
"Ghana","2011","All genders","Not applicable","Percent","3.77426"
"Ghana","2010","All genders","Not applicable","Percent","7.26805"
"Ghana","2009","All genders","Not applicable","Percent","5.51354"
"Ghana","2008","All genders","Not applicable","Percent","6.45814"
"Ghana","2007","All genders","Not applicable","Percent","6.155"
"Ghana","2006","All genders","Not applicable","Percent","6.71341"
"Ghana","2005","All genders","Not applicable","Percent","6.95409"
"Ghana","2004","All genders","Not applicable","Percent","7.36855"
"Ghana","2001","All genders","Not applicable","Percent","0"
"Grenada","2003","All genders","Not applicable","Percent","5.51375"
"Guatemala","2013","All genders","Not applicable","Percent","9.7967"
"Guatemala","2012","All genders","Not applicable","Percent","11.07872"
"Guatemala","2011","All genders","Not applicable","Percent","11.29791"
"Guatemala","2010","All genders","Not applicable","Percent","11.22404"
"Guatemala","2008","All genders","Not applicable","Percent","10.58623"
"Guatemala","2007","All genders","Not applicable","Percent","8.79465"
"Guatemala","2006","All genders","Not applicable","Percent","7.8309"
"Guinea","2013","All genders","Not applicable","Percent","0.08085"
"Guinea","2012","All genders","Not applicable","Percent","0.07334"
"Guinea","2011","All genders","Not applicable","Percent","0"
"Guinea","2010","All genders","Not applicable","Percent","0"
"Guinea","2009","All genders","Not applicable","Percent","0"
"Guinea","2008","All genders","Not applicable","Percent","0"
"Guinea-Bissau","2013","All genders","Not applicable","Percent","1.45312"
"Guinea-Bissau","2012","All genders","Not applicable","Percent","1.26535"
"Guinea-Bissau","2011","All genders","Not applicable","Percent","1.06746"
"Guinea-Bissau","2010","All genders","Not applicable","Percent","0.9057"
"Guyana","2012","All genders","Not applicable","Percent","12.09155"
"Guyana","2011","All genders","Not applicable","Percent","11.34761"
"Guyana","2010","All genders","Not applicable","Percent","11.85433"
"Guyana","2009","All genders","Not applicable","Percent","12.35968"
"Guyana","2007","All genders","Not applicable","Percent","12.70436"
"Guyana","2006","All genders","Not applicable","Percent","10.43598"
"Guyana","2004","All genders","Not applicable","Percent","12.60078"
"Guyana","2002","All genders","Not applicable","Percent","13.42364"
"Holy See","2015","All genders","Not applicable","Percent","0"
"Holy See","2014","All genders","Not applicable","Percent","0"
"Holy See","2013","All genders","Not applicable","Percent","0"
"Holy See","2012","All genders","Not applicable","Percent","0"
"Holy See","2011","All genders","Not applicable","Percent","0"
"Holy See","2010","All genders","Not applicable","Percent","0"
"Holy See","2009","All genders","Not applicable","Percent","0"
"Holy See","2008","All genders","Not applicable","Percent","0"
"Holy See","2007","All genders","Not applicable","Percent","0"
"Holy See","2006","All genders","Not applicable","Percent","0"
"Holy See","2005","All genders","Not applicable","Percent","0"
"Holy See","2004","All genders","Not applicable","Percent","0"
"Holy See","2003","All genders","Not applicable","Percent","0"
"Holy See","2002","All genders","Not applicable","Percent","0"
"Holy See","2001","All genders","Not applicable","Percent","0"
"Holy See","2000","All genders","Not applicable","Percent","0"
"Holy See","1999","All genders","Not applicable","Percent","0"
"Holy See","1998","All genders","Not applicable","Percent","0"
"Holy See","1997","All genders","Not applicable","Percent","0"
"Holy See","1996","All genders","Not applicable","Percent","0"
"Holy See","1995","All genders","Not applicable","Percent","0"
"Holy See","1994","All genders","Not applicable","Percent","0"
"Holy See","1993","All genders","Not applicable","Percent","0"
"Holy See","1992","All genders","Not applicable","Percent","0"
"Holy See","1991","All genders","Not applicable","Percent","0"
"Holy See","1990","All genders","Not applicable","Percent","0"
"Holy See","1989","All genders","Not applicable","Percent","0"
"Holy See","1988","All genders","Not applicable","Percent","0"
"Holy See","1987","All genders","Not applicable","Percent","0"
"Holy See","1986","All genders","Not applicable","Percent","0"
"Holy See","1985","All genders","Not applicable","Percent","0"
"Holy See","1984","All genders","Not applicable","Percent","0"
"Holy See","1983","All genders","Not applicable","Percent","0"
"Holy See","1982","All genders","Not applicable","Percent","0"
"Holy See","1981","All genders","Not applicable","Percent","0"
"Holy See","1980","All genders","Not applicable","Percent","0"
"Holy See","1979","All genders","Not applicable","Percent","0"
"Holy See","1978","All genders","Not applicable","Percent","0"
"Holy See","1977","All genders","Not applicable","Percent","0"
"Holy See","1976","All genders","Not applicable","Percent","0"
"Holy See","1975","All genders","Not applicable","Percent","0"
"Honduras","2013","All genders","Not applicable","Percent","7.32864"
"Hong Kong Special Administrative Region of China","2014","All genders","Not applicable","Percent","4.67022"
"Hong Kong Special Administrative Region of China","2013","All genders","Not applicable","Percent","4.67171"
"Hong Kong Special Administrative Region of China","2012","All genders","Not applicable","Percent","4.74956"
"Hong Kong Special Administrative Region of China","2011","All genders","Not applicable","Percent","4.66088"
"Hong Kong Special Administrative Region of China","2010","All genders","Not applicable","Percent","4.26619"
"Hong Kong Special Administrative Region of China","2009","All genders","Not applicable","Percent","4.22436"
"Hong Kong Special Administrative Region of China","2008","All genders","Not applicable","Percent","3.65211"
"Hong Kong Special Administrative Region of China","2007","All genders","Not applicable","Percent","2.74888"
"Hong Kong Special Administrative Region of China","2006","All genders","Not applicable","Percent","2.76688"
"Hong Kong Special Administrative Region of China","2005","All genders","Not applicable","Percent","2.76173"
"Hong Kong Special Administrative Region of China","2004","All genders","Not applicable","Percent","2.75621"
"Hong Kong Special Administrative Region of China","2003","All genders","Not applicable","Percent","2.72867"
"Hong Kong Special Administrative Region of China","2002","All genders","Not applicable","Percent","2.5009"
"Hong Kong Special Administrative Region of China","2001","All genders","Not applicable","Percent","2.5161"
"Hungary","2011","All genders","Not applicable","Percent","13.80465"
"Hungary","2010","All genders","Not applicable","Percent","14.55116"
"Hungary","2009","All genders","Not applicable","Percent","14.25603"
"Hungary","2008","All genders","Not applicable","Percent","14.09371"
"Hungary","2007","All genders","Not applicable","Percent","13.38873"
"Hungary","2006","All genders","Not applicable","Percent","14.21988"
"Hungary","2005","All genders","Not applicable","Percent","14.6416"
"Hungary","2004","All genders","Not applicable","Percent","14.50122"
"Hungary","2002","All genders","Not applicable","Percent","14.20329"
"Hungary","2001","All genders","Not applicable","Percent","13.83892"
"Hungary","1999","All genders","Not applicable","Percent","15.90224"
"Hungary","1998","All genders","Not applicable","Percent","15.81865"
