"Reference Area","Time Period","Sex","Age group","Units of measurement","Observation Value"
"Anguilla","2007","Not applicable","Not applicable","Percent","100"
"Anguilla","2006","Not applicable","Not applicable","Percent","100"
"Anguilla","2005","Not applicable","Not applicable","Percent","100"
"Anguilla","2004","Not applicable","Not applicable","Percent","100"
"Anguilla","2003","Not applicable","Not applicable","Percent","100"
"Anguilla","2002","Not applicable","Not applicable","Percent","100"
"Anguilla","2001","Not applicable","Not applicable","Percent","100"
"Anguilla","2000","Not applicable","Not applicable","Percent","100"
"Anguilla","1999","Not applicable","Not applicable","Percent","100"
"Anguilla","1997","Not applicable","Not applicable","Percent","100"
"Anguilla","1996","Not applicable","Not applicable","Percent","100"
"Anguilla","1995","Not applicable","Not applicable","Percent","100"
"Antigua and Barbuda","2014","Not applicable","Not applicable","Percent","94.4088"
"Antigua and Barbuda","2012","Not applicable","Not applicable","Percent","97.45763"
"Antigua and Barbuda","2011","Not applicable","Not applicable","Percent","96.02133"
"Antigua and Barbuda","2010","Not applicable","Not applicable","Percent","98.88535"
"Antigua and Barbuda","2008","Not applicable","Not applicable","Percent","100"
"Antigua and Barbuda","2007","Not applicable","Not applicable","Percent","94.65056"
"Antigua and Barbuda","2000","Not applicable","Not applicable","Percent","100"
"Antigua and Barbuda","1984","Not applicable","Not applicable","Percent","100"
"Antigua and Barbuda","1979","Not applicable","Not applicable","Percent","100"
"Antigua and Barbuda","1978","Not applicable","Not applicable","Percent","100"
"Antigua and Barbuda","1977","Not applicable","Not applicable","Percent","100"
"Antigua and Barbuda","1976","Not applicable","Not applicable","Percent","100"
"Antigua and Barbuda","1975","Not applicable","Not applicable","Percent","100"
"Argentina","2013","Not applicable","Not applicable","Percent","31.59439"
"Argentina","2012","Not applicable","Not applicable","Percent","31.97669"
"Argentina","2011","Not applicable","Not applicable","Percent","31.97528"
"Argentina","2010","Not applicable","Not applicable","Percent","32.14114"
"Argentina","2009","Not applicable","Not applicable","Percent","32.39264"
"Argentina","2008","Not applicable","Not applicable","Percent","31.75585"
"Argentina","2007","Not applicable","Not applicable","Percent","30.92557"
"Argentina","2006","Not applicable","Not applicable","Percent","30.6565"
"Argentina","2005","Not applicable","Not applicable","Percent","30.24651"
"Argentina","2004","Not applicable","Not applicable","Percent","29.20869"
"Argentina","2003","Not applicable","Not applicable","Percent","28.03287"
"Argentina","2002","Not applicable","Not applicable","Percent","27.65342"
"Argentina","2001","Not applicable","Not applicable","Percent","28.21798"
"Argentina","2000","Not applicable","Not applicable","Percent","28.18253"
"Argentina","1999","Not applicable","Not applicable","Percent","28.13807"
"Argentina","1998","Not applicable","Not applicable","Percent","28.82846"
"Argentina","1997","Not applicable","Not applicable","Percent","28.67166"
"Argentina","1996","Not applicable","Not applicable","Percent","29.44086"
"Argentina","1994","Not applicable","Not applicable","Percent","31.47711"
"Argentina","1988","Not applicable","Not applicable","Percent","29.77519"
"Argentina","1987","Not applicable","Not applicable","Percent","30.88543"
"Argentina","1986","Not applicable","Not applicable","Percent","31.20354"
"Argentina","1985","Not applicable","Not applicable","Percent","31.18849"
"Argentina","1984","Not applicable","Not applicable","Percent","31.91531"
"Argentina","1983","Not applicable","Not applicable","Percent","31.68844"
"Argentina","1982","Not applicable","Not applicable","Percent","30.86176"
"Argentina","1981","Not applicable","Not applicable","Percent","31.94981"
"Argentina","1980","Not applicable","Not applicable","Percent","31.71802"
"Argentina","1979","Not applicable","Not applicable","Percent","29.89961"
"Argentina","1977","Not applicable","Not applicable","Percent","29.68351"
"Argentina","1976","Not applicable","Not applicable","Percent","29.163"
"Argentina","1975","Not applicable","Not applicable","Percent","30.14913"
"Armenia","2012","Not applicable","Not applicable","Percent","4.23027"
"Armenia","2011","Not applicable","Not applicable","Percent","2.43672"
"Armenia","2010","Not applicable","Not applicable","Percent","1.32895"
"Armenia","2009","Not applicable","Not applicable","Percent","1.50043"
"Armenia","2008","Not applicable","Not applicable","Percent","1.41411"
"Armenia","2007","Not applicable","Not applicable","Percent","1.47246"
"Armenia","2006","Not applicable","Not applicable","Percent","1.81411"
"Armenia","2005","Not applicable","Not applicable","Percent","1.08982"
"Armenia","2004","Not applicable","Not applicable","Percent","1.52385"
"Armenia","2003","Not applicable","Not applicable","Percent","1.19189"
"Armenia","2002","Not applicable","Not applicable","Percent","0.53084"
"Armenia","2001","Not applicable","Not applicable","Percent","0.53615"
"Armenia","2000","Not applicable","Not applicable","Percent","0"
"Armenia","1999","Not applicable","Not applicable","Percent","0"
"Armenia","1998","Not applicable","Not applicable","Percent","0"
"Armenia","1997","Not applicable","Not applicable","Percent","0"
"Armenia","1996","Not applicable","Not applicable","Percent","0"
"Armenia","1995","Not applicable","Not applicable","Percent","0"
"Armenia","1994","Not applicable","Not applicable","Percent","0"
"Armenia","1993","Not applicable","Not applicable","Percent","0"
"Armenia","1992","Not applicable","Not applicable","Percent","0"
"Armenia","1991","Not applicable","Not applicable","Percent","0"
"Armenia","1990","Not applicable","Not applicable","Percent","0"
"Armenia","1989","Not applicable","Not applicable","Percent","0"
"Armenia","1988","Not applicable","Not applicable","Percent","0"
"Armenia","1987","Not applicable","Not applicable","Percent","0"
"Armenia","1986","Not applicable","Not applicable","Percent","0"
"Aruba","2014","Not applicable","Not applicable","Percent","74.88438"
"Aruba","2013","Not applicable","Not applicable","Percent","73.17505"
"Aruba","2012","Not applicable","Not applicable","Percent","73.20807"
"Aruba","2011","Not applicable","Not applicable","Percent","73.18476"
"Aruba","2010","Not applicable","Not applicable","Percent","74.9021"
"Aruba","2009","Not applicable","Not applicable","Percent","73.10676"
"Aruba","2008","Not applicable","Not applicable","Percent","73.21168"
"Aruba","2007","Not applicable","Not applicable","Percent","74.26218"
"Aruba","2006","Not applicable","Not applicable","Percent","74.77387"
"Aruba","2005","Not applicable","Not applicable","Percent","76.81673"
"Aruba","2004","Not applicable","Not applicable","Percent","79.19605"
"Aruba","2003","Not applicable","Not applicable","Percent","79.4563"
"Aruba","2002","Not applicable","Not applicable","Percent","80.79447"
"Aruba","2001","Not applicable","Not applicable","Percent","81.4789"
"Aruba","2000","Not applicable","Not applicable","Percent","81.77287"
"Aruba","1999","Not applicable","Not applicable","Percent","83.25959"
"Australia","2014","Not applicable","Not applicable","Percent","76.95686"
"Australia","2013","Not applicable","Not applicable","Percent","63.19355"
"Australia","2012","Not applicable","Not applicable","Percent","77.96031"
"Australia","2011","Not applicable","Not applicable","Percent","75.48873"
"Australia","2010","Not applicable","Not applicable","Percent","74.97104"
"Australia","2009","Not applicable","Not applicable","Percent","76.18196"
"Australia","2008","Not applicable","Not applicable","Percent","76.10961"
"Australia","2007","Not applicable","Not applicable","Percent","76.05531"
"Australia","2006","Not applicable","Not applicable","Percent","82.21439"
"Australia","2005","Not applicable","Not applicable","Percent","78.77089"
"Australia","2004","Not applicable","Not applicable","Percent","81.09446"
"Australia","2003","Not applicable","Not applicable","Percent","80.17597"
"Australia","2002","Not applicable","Not applicable","Percent","66.15707"
"Australia","2001","Not applicable","Not applicable","Percent","62.61594"
"Australia","1994","Not applicable","Not applicable","Percent","26.47089"
"Australia","1993","Not applicable","Not applicable","Percent","25.94846"
"Australia","1992","Not applicable","Not applicable","Percent","26.15821"
"Australia","1991","Not applicable","Not applicable","Percent","26.20334"
"Australia","1990","Not applicable","Not applicable","Percent","26.15282"
"Australia","1989","Not applicable","Not applicable","Percent","26.08618"
"Australia","1988","Not applicable","Not applicable","Percent","26.31269"
"Australia","1987","Not applicable","Not applicable","Percent","26.00758"
"Australia","1986","Not applicable","Not applicable","Percent","26.13922"
"Australia","1985","Not applicable","Not applicable","Percent","26.03443"
"Australia","1984","Not applicable","Not applicable","Percent","26.31303"
"Australia","1983","Not applicable","Not applicable","Percent","25.20446"
"Australia","1982","Not applicable","Not applicable","Percent","24.32296"
"Australia","1981","Not applicable","Not applicable","Percent","23.24262"
"Australia","1980","Not applicable","Not applicable","Percent","22.47348"
"Australia","1979","Not applicable","Not applicable","Percent","21.52074"
"Australia","1978","Not applicable","Not applicable","Percent","19.00147"
"Australia","1977","Not applicable","Not applicable","Percent","18.76877"
"Australia","1976","Not applicable","Not applicable","Percent","18.81602"
"Australia","1975","Not applicable","Not applicable","Percent","19.49725"
"Austria","2014","Not applicable","Not applicable","Percent","28.30299"
"Austria","2013","Not applicable","Not applicable","Percent","27.92617"
"Austria","2012","Not applicable","Not applicable","Percent","29.68529"
"Austria","2011","Not applicable","Not applicable","Percent","28.50411"
"Austria","2010","Not applicable","Not applicable","Percent","28.11847"
"Austria","2009","Not applicable","Not applicable","Percent","28.21785"
"Austria","2008","Not applicable","Not applicable","Percent","27.85263"
"Austria","2007","Not applicable","Not applicable","Percent","27.36993"
"Austria","2006","Not applicable","Not applicable","Percent","26.94084"
"Austria","2005","Not applicable","Not applicable","Percent","26.95143"
"Austria","2004","Not applicable","Not applicable","Percent","26.59462"
"Austria","2003","Not applicable","Not applicable","Percent","26.18402"
"Austria","2002","Not applicable","Not applicable","Percent","25.90861"
"Austria","2001","Not applicable","Not applicable","Percent","25.61849"
"Austria","2000","Not applicable","Not applicable","Percent","25.61224"
"Austria","1999","Not applicable","Not applicable","Percent","24.77586"
"Austria","1998","Not applicable","Not applicable","Percent","24.82421"
"Austria","1997","Not applicable","Not applicable","Percent","25.19264"
"Austria","1996","Not applicable","Not applicable","Percent","25.23308"
"Austria","1995","Not applicable","Not applicable","Percent","25.54489"
"Austria","1994","Not applicable","Not applicable","Percent","25.92268"
"Austria","1993","Not applicable","Not applicable","Percent","25.57219"
"Austria","1992","Not applicable","Not applicable","Percent","25.87253"
"Austria","1991","Not applicable","Not applicable","Percent","25.91657"
"Austria","1990","Not applicable","Not applicable","Percent","26.00106"
"Austria","1989","Not applicable","Not applicable","Percent","25.95888"
"Austria","1988","Not applicable","Not applicable","Percent","26.09271"
"Austria","1987","Not applicable","Not applicable","Percent","26.2511"
"Austria","1986","Not applicable","Not applicable","Percent","26.51805"
"Austria","1985","Not applicable","Not applicable","Percent","26.62133"
"Austria","1984","Not applicable","Not applicable","Percent","27.02922"
"Austria","1983","Not applicable","Not applicable","Percent","27.11699"
"Austria","1982","Not applicable","Not applicable","Percent","27.75122"
"Austria","1981","Not applicable","Not applicable","Percent","28.10079"
"Austria","1980","Not applicable","Not applicable","Percent","28.79243"
"Austria","1979","Not applicable","Not applicable","Percent","29.22224"
"Austria","1978","Not applicable","Not applicable","Percent","30.46428"
"Austria","1977","Not applicable","Not applicable","Percent","31.93732"
"Austria","1976","Not applicable","Not applicable","Percent","32.84387"
"Austria","1975","Not applicable","Not applicable","Percent","34.15238"
"Azerbaijan","2014","Not applicable","Not applicable","Percent","1.3815"
"Azerbaijan","2012","Not applicable","Not applicable","Percent","1.21723"
"Azerbaijan","2011","Not applicable","Not applicable","Percent","0.77523"
"Azerbaijan","2010","Not applicable","Not applicable","Percent","0.55138"
"Azerbaijan","2009","Not applicable","Not applicable","Percent","0.29703"
"Azerbaijan","2008","Not applicable","Not applicable","Percent","0.3643"
"Azerbaijan","2007","Not applicable","Not applicable","Percent","0.20065"
"Azerbaijan","2006","Not applicable","Not applicable","Percent","0.15714"
"Azerbaijan","2005","Not applicable","Not applicable","Percent","0.15572"
"Azerbaijan","2004","Not applicable","Not applicable","Percent","0.12277"
"Azerbaijan","2003","Not applicable","Not applicable","Percent","0.08338"
"Azerbaijan","2002","Not applicable","Not applicable","Percent","0"
"Azerbaijan","2001","Not applicable","Not applicable","Percent","0"
"Azerbaijan","2000","Not applicable","Not applicable","Percent","0"
"Azerbaijan","1999","Not applicable","Not applicable","Percent","0"
"Azerbaijan","1998","Not applicable","Not applicable","Percent","0"
"Azerbaijan","1995","Not applicable","Not applicable","Percent","0"
"Azerbaijan","1994","Not applicable","Not applicable","Percent","0"
"Azerbaijan","1993","Not applicable","Not applicable","Percent","0"
"Azerbaijan","1992","Not applicable","Not applicable","Percent","0"
"Azerbaijan","1990","Not applicable","Not applicable","Percent","0"
"Azerbaijan","1989","Not applicable","Not applicable","Percent","0"
"Azerbaijan","1988","Not applicable","Not applicable","Percent","0"
"Azerbaijan","1984","Not applicable","Not applicable","Percent","0"
"Azerbaijan","1983","Not applicable","Not applicable","Percent","0"
"Azerbaijan","1982","Not applicable","Not applicable","Percent","0"
"Bahamas","2002","Not applicable","Not applicable","Percent","79.46547"
"Bahamas","1997","Not applicable","Not applicable","Percent","57.40402"
"Bahamas","1993","Not applicable","Not applicable","Percent","69.28934"
"Bahrain","2014","Not applicable","Not applicable","Percent","100"
"Bahrain","2013","Not applicable","Not applicable","Percent","100"
"Bahrain","2012","Not applicable","Not applicable","Percent","100"
"Bahrain","2011","Not applicable","Not applicable","Percent","100"
"Bahrain","2010","Not applicable","Not applicable","Percent","100"
"Bahrain","2009","Not applicable","Not applicable","Percent","100"
"Bahrain","2008","Not applicable","Not applicable","Percent","100"
"Bahrain","2006","Not applicable","Not applicable","Percent","100"
"Bahrain","2005","Not applicable","Not applicable","Percent","99.41826"
"Bahrain","2004","Not applicable","Not applicable","Percent","99.39684"
"Bahrain","2003","Not applicable","Not applicable","Percent","99.34761"
"Bahrain","2002","Not applicable","Not applicable","Percent","99.33376"
"Bahrain","2001","Not applicable","Not applicable","Percent","99.15789"
"Bahrain","2000","Not applicable","Not applicable","Percent","99.25481"
"Bahrain","1999","Not applicable","Not applicable","Percent","100"
"Bahrain","1998","Not applicable","Not applicable","Percent","100"
"Bahrain","1997","Not applicable","Not applicable","Percent","100"
"Bahrain","1996","Not applicable","Not applicable","Percent","100"
"Bahrain","1995","Not applicable","Not applicable","Percent","100"
"Bahrain","1994","Not applicable","Not applicable","Percent","100"
"Bahrain","1993","Not applicable","Not applicable","Percent","100"
"Bahrain","1992","Not applicable","Not applicable","Percent","100"
"Bahrain","1991","Not applicable","Not applicable","Percent","100"
"Bahrain","1989","Not applicable","Not applicable","Percent","100"
"Bahrain","1988","Not applicable","Not applicable","Percent","100"
"Bahrain","1987","Not applicable","Not applicable","Percent","100"
"Bahrain","1986","Not applicable","Not applicable","Percent","100"
"Bahrain","1985","Not applicable","Not applicable","Percent","100"
"Bahrain","1984","Not applicable","Not applicable","Percent","100"
"Bahrain","1983","Not applicable","Not applicable","Percent","100"
"Bahrain","1982","Not applicable","Not applicable","Percent","100"
"Bahrain","1981","Not applicable","Not applicable","Percent","100"
"Bahrain","1980","Not applicable","Not applicable","Percent","100"
"Bahrain","1979","Not applicable","Not applicable","Percent","100"
"Bahrain","1978","Not applicable","Not applicable","Percent","100"
"Bahrain","1977","Not applicable","Not applicable","Percent","100"
"Bahrain","1976","Not applicable","Not applicable","Percent","100"
"Bahrain","1975","Not applicable","Not applicable","Percent","100"
"Bangladesh","2013","Not applicable","Not applicable","Percent","35.56525"
"Bangladesh","2011","Not applicable","Not applicable","Percent","48.94053"
"Bangladesh","2010","Not applicable","Not applicable","Percent","48.47628"
"Bangladesh","2009","Not applicable","Not applicable","Percent","44.54712"
"Bangladesh","2004","Not applicable","Not applicable","Percent","51.65212"
"Bangladesh","1988","Not applicable","Not applicable","Percent","100"
"Barbados","2014","Not applicable","Not applicable","Percent","15.20282"
"Barbados","2011","Not applicable","Not applicable","Percent","14.55516"
"Barbados","2010","Not applicable","Not applicable","Percent","15.65187"
"Barbados","2009","Not applicable","Not applicable","Percent","16.63102"
"Barbados","2008","Not applicable","Not applicable","Percent","14.60125"
"Barbados","2007","Not applicable","Not applicable","Percent","14.85826"
"Barbados","2006","Not applicable","Not applicable","Percent","16.16795"
"Barbados","2005","Not applicable","Not applicable","Percent","16.60144"
"Barbados","2004","Not applicable","Not applicable","Percent","16.50568"
"Barbados","2003","Not applicable","Not applicable","Percent","19.53749"
"Barbados","2002","Not applicable","Not applicable","Percent","18.37485"
"Barbados","2000","Not applicable","Not applicable","Percent","16.54466"
"Barbados","1980","Not applicable","Not applicable","Percent","15.95653"
"Barbados","1979","Not applicable","Not applicable","Percent","14.8763"
"Barbados","1978","Not applicable","Not applicable","Percent","9.67742"
"Belarus","2014","Not applicable","Not applicable","Percent","0.08534"
"Belarus","2013","Not applicable","Not applicable","Percent","0.08655"
"Belarus","2008","Not applicable","Not applicable","Percent","4.40298"
"Belarus","2007","Not applicable","Not applicable","Percent","4.55648"
"Belarus","2006","Not applicable","Not applicable","Percent","5.18307"
"Belarus","2005","Not applicable","Not applicable","Percent","0"
"Belarus","2004","Not applicable","Not applicable","Percent","0"
"Belarus","2003","Not applicable","Not applicable","Percent","0"
"Belarus","2002","Not applicable","Not applicable","Percent","0"
"Belarus","2001","Not applicable","Not applicable","Percent","0"
"Belarus","2000","Not applicable","Not applicable","Percent","0"
"Belarus","1999","Not applicable","Not applicable","Percent","0"
"Belarus","1998","Not applicable","Not applicable","Percent","0"
"Belarus","1995","Not applicable","Not applicable","Percent","0"
"Belarus","1994","Not applicable","Not applicable","Percent","0"
"Belarus","1993","Not applicable","Not applicable","Percent","0"
"Belarus","1992","Not applicable","Not applicable","Percent","0"
"Belarus","1991","Not applicable","Not applicable","Percent","0"
"Belarus","1990","Not applicable","Not applicable","Percent","0"
"Belarus","1989","Not applicable","Not applicable","Percent","0"
"Belarus","1988","Not applicable","Not applicable","Percent","0"
"Belarus","1987","Not applicable","Not applicable","Percent","0"
"Belarus","1986","Not applicable","Not applicable","Percent","0"
"Belarus","1985","Not applicable","Not applicable","Percent","0"
"Belarus","1984","Not applicable","Not applicable","Percent","0"
"Belarus","1983","Not applicable","Not applicable","Percent","0"
"Belarus","1982","Not applicable","Not applicable","Percent","0"
"Belarus","1981","Not applicable","Not applicable","Percent","0"
"Belarus","1975","Not applicable","Not applicable","Percent","0"
"Belgium","2014","Not applicable","Not applicable","Percent","52.94135"
"Belgium","2013","Not applicable","Not applicable","Percent","52.84657"
"Belgium","2012","Not applicable","Not applicable","Percent","52.89459"
"Belgium","2011","Not applicable","Not applicable","Percent","52.74452"
"Belgium","2010","Not applicable","Not applicable","Percent","52.76861"
"Belgium","2009","Not applicable","Not applicable","Percent","52.52711"
"Belgium","2008","Not applicable","Not applicable","Percent","52.5286"
"Belgium","2007","Not applicable","Not applicable","Percent","52.50309"
"Belgium","2006","Not applicable","Not applicable","Percent","52.66473"
"Belgium","2005","Not applicable","Not applicable","Percent","52.73067"
"Belgium","2004","Not applicable","Not applicable","Percent","53.50531"
"Belgium","2003","Not applicable","Not applicable","Percent","53.40805"
"Belgium","2002","Not applicable","Not applicable","Percent","53.69021"
"Belgium","2001","Not applicable","Not applicable","Percent","54.09713"
"Belgium","2000","Not applicable","Not applicable","Percent","54.50638"
"Belgium","1999","Not applicable","Not applicable","Percent","55.55887"
"Belgium","1996","Not applicable","Not applicable","Percent","56.58766"
"Belgium","1995","Not applicable","Not applicable","Percent","56.66076"
"Belgium","1994","Not applicable","Not applicable","Percent","56.94658"
"Belgium","1993","Not applicable","Not applicable","Percent","57.06941"
"Belgium","1992","Not applicable","Not applicable","Percent","57.0626"
"Belgium","1991","Not applicable","Not applicable","Percent","56.7549"
"Belgium","1990","Not applicable","Not applicable","Percent","56.91931"
"Belgium","1989","Not applicable","Not applicable","Percent","57.52073"
"Belgium","1988","Not applicable","Not applicable","Percent","57.94395"
"Belgium","1987","Not applicable","Not applicable","Percent","58.14295"
"Belgium","1986","Not applicable","Not applicable","Percent","57.71983"
"Belgium","1985","Not applicable","Not applicable","Percent","57.96379"
"Belgium","1984","Not applicable","Not applicable","Percent","58.21311"
"Belgium","1983","Not applicable","Not applicable","Percent","58.01983"
"Belgium","1982","Not applicable","Not applicable","Percent","57.61202"
"Belgium","1981","Not applicable","Not applicable","Percent","57.86433"
"Belgium","1980","Not applicable","Not applicable","Percent","58.09393"
"Belgium","1979","Not applicable","Not applicable","Percent","58.03806"
"Belgium","1978","Not applicable","Not applicable","Percent","57.90109"
"Belgium","1977","Not applicable","Not applicable","Percent","57.64877"
"Belgium","1976","Not applicable","Not applicable","Percent","57.37099"
"Belgium","1975","Not applicable","Not applicable","Percent","57.70689"
"Belize","2014","Not applicable","Not applicable","Percent","83.36222"
"Belize","2013","Not applicable","Not applicable","Percent","84.68919"
"Belize","2012","Not applicable","Not applicable","Percent","86.59359"
"Belize","2011","Not applicable","Not applicable","Percent","86.24425"
"Belize","2010","Not applicable","Not applicable","Percent","85.24864"
"Belize","2009","Not applicable","Not applicable","Percent","82.73119"
"Belize","2008","Not applicable","Not applicable","Percent","81.76177"
"Belize","2007","Not applicable","Not applicable","Percent","76.13887"
"Belize","2006","Not applicable","Not applicable","Percent","80.97099"
"Belize","2005","Not applicable","Not applicable","Percent","95.94288"
"Belize","2004","Not applicable","Not applicable","Percent","100"
"Belize","2003","Not applicable","Not applicable","Percent","100"
"Belize","2001","Not applicable","Not applicable","Percent","100"
"Belize","2000","Not applicable","Not applicable","Percent","99.72863"
"Belize","1996","Not applicable","Not applicable","Percent","86.72111"
"Belize","1995","Not applicable","Not applicable","Percent","88.19088"
"Belize","1976","Not applicable","Not applicable","Percent","100"
"Benin","2014","Not applicable","Not applicable","Percent","25.07712"
"Benin","2013","Not applicable","Not applicable","Percent","22.72155"
"Benin","2011","Not applicable","Not applicable","Percent","25.99201"
"Benin","2010","Not applicable","Not applicable","Percent","24.97303"
"Benin","2009","Not applicable","Not applicable","Percent","21.1041"
"Benin","2008","Not applicable","Not applicable","Percent","31.63055"
"Benin","2005","Not applicable","Not applicable","Percent","37.48419"
"Benin","2004","Not applicable","Not applicable","Percent","26.81864"
"Benin","2002","Not applicable","Not applicable","Percent","31.44689"
"Benin","2001","Not applicable","Not applicable","Percent","31.44342"
"Benin","2000","Not applicable","Not applicable","Percent","22.98904"
"Benin","1999","Not applicable","Not applicable","Percent","20.37337"
"Benin","1996","Not applicable","Not applicable","Percent","9.38583"
"Benin","1995","Not applicable","Not applicable","Percent","9.1808"
"Benin","1994","Not applicable","Not applicable","Percent","4.42393"
"Benin","1993","Not applicable","Not applicable","Percent","11.13136"
"Benin","1992","Not applicable","Not applicable","Percent","8.0784"
"Benin","1991","Not applicable","Not applicable","Percent","8.0232"
"Benin","1990","Not applicable","Not applicable","Percent","9.62473"
"Benin","1989","Not applicable","Not applicable","Percent","8.2409"
